id,fieldname,text
2,story-image-if-linked-person,
2,story-narrative,"En août 2014, alors que l’armée russe entre dans l’Est de l’Ukraine, Petro Poroshenko devient actionnaire à 100 % de Prime Asset Partners Limited, créée par Mossack Fonseca dans les îles Vierges britanniques. Le cabinet d’avocats chypriote qui représente la société la décrit comme « une holding pour les sociétés chypriotes et ukrainiennes du groupe Roshen, l’un des plus gros producteurs européen de confiseries ». Il précise également que bien que Prime Asset Partners Limited soit destinée à « une personnalité politique », elle n’a « aucun rapport avec ses activités politiques ». Lors de la campagne présidentielle de 2015, Petro Poroshenko s’était engagé à vendre la plupart de ses avoirs ; d’après certains médias, ils ont en réalité tous été transférés vers Prime Assets Capital. En octobre 2014, International Invest Bank, banque ukrainienne dont Petro Poroshenko est actionnaire majoritaire, adresse à Mossack Fonseca une lettre de recommandation dans laquelle elle se dit « satisfaite de la gestion » des comptes de ce dernier."
2,story-narrative-summary,Sa société offshore possède notamment un grand confiseur européen
2,story-biography,"Petro Poroshenko, le « Roi du chocolat » ukrainien milliardaire dont l’empire comprend des usines automobiles, un chantier naval, une chaîne de télévision et le plus gros producteur de confiseries du pays, remporte haut la main l’élection présidentielle de 2014, une victoire écrasante généralement attribuée à son habileté politique. Petro Poroshenko sait modifier opportunément ses affiliations politiques au gré des événements, et parvient ainsi à ne pas être éclaboussé par la longue liste d’hommes politiques et oligarques ukrainiens corrompus. Il a promis de s’opposer aux oligarques et de « protéger la vie publique de l’influence indésirable des intérêts privés », mais ses détracteurs attendent toujours la concrétisation de ces promesses. Bien que partisan de la Révolution orange de 2004 en faveur de l’Europe et de la démocratie, il se présente également comme un nationaliste en mesure d’entretenir des relations pacifiques avec la Russie."
2,story-category-code,0
2,story-priority,12
2,story-region-codes,4
2,story-country-1-code,UKR
2,story-country-1-name,Ukraine
2,story-document-1-title,Share register for Prime Asset
2,story-document-2-title,Poroshenko's passport
2,story-document-3-title,Memorandum of sole director
2,story-document-4-title,
2,story-document-1-url,https://www.documentcloud.org/documents/2765536-Poroshenko-Petrodoc1.html
2,story-document-2-url,https://www.documentcloud.org/documents/2771394-Poroshenko-Petrodoc2.html
2,story-document-3-url,https://www.documentcloud.org/documents/2765538-Poroshenko-Petrodoc3.html
2,story-document-4-url,
2,data-person-1-name,Petro Poroshenko
2,data-person-1-description-if-politician,"Président (depuis 2014), ministre du Développement économique et du Commerce (2012)."
2,data-person-1-relationship,
2,data-person-1-image,P_Poroshenko.png
2,data-person-1-viz-publish,c2b5aa82
2,data-person-1-comment,"Un porte-parole de Petro Poroshenko affirme que la création du trust et des structures commerciales connexes n’a aucun rapport avec la situation politique et militaire en Ukraine. Petro Poroshenko n’a pas mentionné Prime Asset Partners dans ses déclarations d’intérêts, mais ses conseillers financiers ont indiqué que Prime Asset Partners ne détenait aucun actif, à l’instar de deux autres sociétés connexes immatriculées à Chypre et aux Pays-Bas. Ils ont indiqué que la société s’inscrivait dans le cadre d’une restructuration visant à faciliter la vente du groupe Roshen. Ce type de structure est « une pratique courante parmi les entreprises ukrainiennes qui souhaitent vendre à des investisseurs stratégiques, solliciter les marchés financiers, s’introduire en bourse, etc. » ont précisé les conseillers. Bien que l’actionnaire soit Petro Poroshenko lui-même, sa participation est gérée par une société de gestion d’actifs agréée, et ses avoirs sont détenus depuis 2005 par Prime Asset Capital, un fonds géré de manière indépendante, ont-ils ajouté. D’après les conseillers, ces avoirs seront transférés vers une fiducie sans droit de regard (« blind trust ») une fois les formalités juridiques effectuées."
3,story-title,Fils de l’ancien SG de l’ONU
3,story-subtitle,Kojo Annan
3,story-image-if-linked-person,Annan_Story.png
3,story-narrative,"Kojo Annan a été gérant de Sapphire Holding Ltd, société des Samoa initialement immatriculée à Niue en 2003, dont il s’est servi pour acquérir un appartement dans le centre de Londres. D’après les registres britanniques, l’appartement a été acquis en 2003 pour plus de 500 000 $. Sapphire Holding était détenue par des actionnaires anonymes jusqu’en 2015, date à laquelle Kojo Annan est officiellement devenu actionnaire sous une adresse au Ghana. Tout au long de l’année 2015, Mossack Fonseca a continué de correspondre avec Kojo Annan via son adresse londonienne, Argyll Mansions. Kojo Annan a également été co-actionnaire et administrateur de deux sociétés immatriculées aux îles Vierges britanniques en 2002."
3,story-narrative-summary,Société offshore utilisée pour l’achat d’un appartement londonien à 500 000 $
3,story-biography,"Kojo Annan est le fils unique de Kofi Annan, secrétaire général de l’ONU de 1997 à 2006. En 1995, la société suisse Cotecna lui offre un poste au Nigeria dont il démissionne fin 1998 pour devenir consultant auprès de son ancien employeur. Quelques mois plus tard, l’ONU fait appel aux services de Cotecna dans le cadre du programme humanitaire « Pétrole contre nourriture » en Irak, ce qui donne lieu à des soupçons d’irrégularités. Un panel indépendant mène une enquête sur le programme, notamment sur Kojo Annan, et rend en 2005 un rapport ne comportant aucune preuve que ce dernier ait tenté d’influer sur le programme ou d’utiliser ses relations familiales pour en tirer profit. Kojo Annan et Cotecna n’ont jamais cessé de nier toute irrégularité."
3,story-category-code,3
3,story-priority,66
3,story-region-codes,3
3,story-country-1-code,GHA
3,story-country-1-name,Ghana
3,story-document-1-title,Sapphire Holding approves purchase of London property
3,story-document-1-url,https://www.documentcloud.org/documents/2782973-Annan-Kojodoc1re.html
3,data-person-1-name,Kojo Annan
3,data-person-1-description-if-politician,
3,data-person-1-relationship,Fils
3,data-person-1-image,K_Annan.png
3,data-person-1-viz-publish,78077c17
3,data-person-1-comment,"D’après l’un des avocats de Kojo Annan, les sociétés de ce dernier « respectent les lois et réglementations en vigueur dans les juridictions concernées et, le cas échéant, s’acquittent des impôts auxquels elles sont assujetties. En d’autres termes, les structures et comptes en banque détenus par M. Annan ont tous été ouverts pour des motifs normaux et légaux, liés à la gestion de ses affaires ou de celles de sa famille, et ont été déclarés conformément à la législation en vigueur ». Il a également indiqué qu’une enquête avait été menée, qui n’avait apporté aucune preuve qu’Annan ait tenté d’inciter l’ONU à faire appel à une société à laquelle il était associé."
3,linked-person-name,Kofi Annan
3,linked-person-description,Secrétaire général de l’ONU (1997-2006)
3,linked-person-image,Kofi_Annan.png
3,linked-person-association,R
3,linked-person-association-text,Kojo Annan
4,story-title,Ancien ministre français du Budget
4,story-subtitle,Jérôme Cahuzac
4,story-image-if-linked-person,
4,story-narrative,"Jérôme Cahuzac était propriétaire de Cerman Group Limited, une société immatriculée aux Seychelles en 2009 et reliée à un compte en banque. Deux autres sociétés offshore jouaient le rôle d’administrateur et d’actionnaire de Cerman Group. Des documents montrent que le fait que le compte bancaire appartenait à Jérôme Cahuzac a été porté à la connaissance de Mossack Fonseca en 2013, au moment où les autorités françaises enquêtaient sur les accusations de fraude fiscale le concernant. Lorsque les autorités des Seychelles interrogent Mossack Fonseca au sujet de ce compte, le cabinet demande des précisions sur Cerman Group à la société qui a demandé l'ouverture du compte. Ces informations révèlent alors l’implication de Jérôme Cahuzac. Le 3 mai 2013, Mossack Fonseca indique aux autorités des Seychelles qu’il met fin à sa collaboration avec Cerman Group en raison de ses liens avec l’homme politique français, « personnalité politiquement exposée » à haut risque. Cerman Group Limited est fermée en janvier 2015."
4,story-narrative-summary,Une société offshore était liée au compte bancaire d’un ministre accusé de fraude fiscale
4,story-biography,"Les mensonges de Jérôme Cahuzac en 2013 marquent le début de l’une des chutes les plus spectaculaires d’un responsable politique français. Ministre en croisade contre l’évasion fiscale, il est contraint de reconnaître qu’il a menti au président Hollande, à ses anciens collègues du Parlement et au peuple français lorsqu’il a nié, à plusieurs reprises, détenir un compte à l’étranger. Il reconnaît alors avoir dissimulé plus de 750 000 $ sur un compte en Suisse pendant 20 ans, puis transféré l’argent vers Singapour en 2009. Son ex-femme révèle l’existence d’un compte ouvert en Grande Bretagne en 1997. Jérôme Cahuzac, qui a fait fortune en tant que chirurgien esthétique, a démissionné de ses fonctions de ministre et attend désormais son procès pour fraude fiscale."
4,story-category-code,2
4,story-priority,42
4,story-region-codes,4
4,story-country-1-code,FRA
4,story-country-1-name,France
4,story-document-1-title,Letter to Financial Intelligence Group
4,story-document-2-title,Cahuzac's ID
4,story-document-1-url,https://www.documentcloud.org/documents/2777888-Cahuzac-Jeromedoc1.html
4,story-document-2-url,https://www.documentcloud.org/documents/2777889-Cahuzac-Jeromedoc2.html
4,data-person-1-name,Jérôme Cahuzac
4,data-person-1-description-if-politician,"Ministre du budget au sein du ministère de l’Economie, des Finances et du Commerce extérieur (2012-2013), député (1997-2002, 2007-2012)"
4,data-person-1-relationship,
4,data-person-1-image,J_Cahuzac.png
4,data-person-1-viz-publish,77c55dda
4,data-person-1-comment,"L’avocat de Jérôme Cahuzac a fait savoir au journal Le Monde, partenaire de l’ICIJ, que son client réservait ses explications pour son procès prévu en septembre 2016. Les soutiens de l’ancien ministre maintiennent qu’il n’est pas responsable des structures financières créées par ses conseillers financiers."
5,story-title,Député britannique
5,story-subtitle,Michael Mates
5,story-image-if-linked-person,
5,story-narrative,"Michael Mates a signalé de manière officielle au Parlement le fait qu’il présidait Haylandale Limited à partir d’avril 2005 et au moins jusqu’en avril 2010, date à laquelle il a démissionné de ses fonctions de député de la circonscription d’East Hampshire. La société, immatriculée aux Bahamas en 2003 et dissoute en 2013, a été créée dans le but d’investir dans la promotion immobilière dans l’archipel. En janvier 2005, Michael Mates devient actionnaire minoritaire de Haylandale Limited. Par ailleurs, entre août 2007 et décembre 2008, Haylandale détient quatre filiales qui lui fournissent des services de leasing et d’autres services liés aux villas de luxe dans les Bahamas."
5,story-narrative-summary,Sociétés offshore utilisées à des fins de promotion immobilière dans les Caraïbes
5,story-biography,"Membre du parti conservateur, Michael Mates est député de 1974 à mai 2010, date à laquelle il choisit de ne pas se représenter. Il est ministre au Northern Ireland Office en 1992-1993, mais démissionnera de son poste, sa réputation ayant pâti de son soutien à l’homme d’affaires déchu Asil Nadir, accusé de malversations. Pendant l’enquête, il offre à Asil Nadir une montre portant l’inscription « Don’t let the buggers get you down » (« Ne te laisse pas importuner par les casse-pieds »). En août 2012, Asil Nadir est reconnu coupable d’avoir dérobé près de 46 M$ et fait les gros titres au moment même où Michael Mates fait campagne pour l’élection au poste de commissaire de police du Hampshire, qu’il perdra."
5,story-category-code,2
5,story-priority,54
5,story-region-codes,4
5,story-country-1-code,GBR
5,story-country-1-name,Royaume-Uni
5,story-document-1-title,Shareholder of Haylandale Limited since 2005
5,story-document-2-title,Chairman - 2010 declaration of financial interests
5,story-document-1-url,https://www.documentcloud.org/documents/2780926-Mates-Michaeldoc1.html
5,story-document-2-url,https://www.documentcloud.org/documents/2777847-Mates-Michaeldoc2.html
5,data-person-1-name,Michael Mates
5,data-person-1-description-if-politician,Député britannique (1974-2010)
5,data-person-1-relationship,
5,data-person-1-image,M_Mates.png
5,data-person-1-viz-publish,fb706ef9
5,data-person-1-comment,"Michael Mates affirme que la société a été créée pour la construction d’un complexe de loisirs sur l’île de Barbuda, dans l’Etat d’Antigua-et-Barbuda, situé dans les Antilles. Il explique qu’un ami lui a demandé de devenir président, et qu’on lui avait demandé conseil pour des questions relatives par exemple aux relations avec le gouvernement d’Antigua, à qui appartient l’île. Il déclare qu’il n’a perçu aucune rémunération et n’en percevra pas « à moins que le complexe soit réalisé », et que les actions « n’avaient aucune valeur » puisque la société « n’a jamais eu de réelle valeur »."
6,story-title,Sœur de l’ancien roi d’Espagne
6,story-subtitle,Pilar de Borbón
6,story-image-if-linked-person,Borbon_Story.png
6,story-narrative,"En août 1974, Pilar de Borbón (Pilar de Bourbon) devient présidente et administratrice de la société panaméenne Delantera Financiera SA. Les archives de Mossack Fonseca indiquent qu’à la même date, son époux Luis Gómez-Acebo exerce également les fonctions de secrétaire-trésorier et d’administrateur de cette société créée au Panama en mai 1969. En mars 1993, le nom d'aucun d’entre eux n’apparaît, et n’apparaîtra jamais plus, en tant qu’administrateur. A partir de 1993, le propriétaire anonyme de la société est représenté par Gómez-Acebo & Pombo Abogados, cabinet d’avocat madrilène fondé par Ignacio Gómez-Acebo, beau-frère de Pilar de Borbón. Avant cette date, c’est le Londonien Timothy Lloyd qui représentait la société. En 1993, ce dernier indique que Pilar de Borbón est propriétaire de Delantera Financiera SA. En juillet 2006, Bruno Alejandro Gómez-Acebo Borbón, fils de Pilar de Borbón, devient administrateur et trésorier de la société et le reste jusqu’à sa dissolution en juin 2014."
6,story-narrative-summary,Famille impliquée dans une société offshore depuis les années 1970
6,story-biography,"Sœur aînée de l’ancien roi d’Espagne Juan Carlos, Pilar de Borbón a mis à profit son statut d’infante d’Espagne et de duchesse de Badajoz pour lever des fonds destinés à des associations caritatives, ainsi que pour s’adonner à sa grande passion : l’équitation. Ancienne cavalière, elle a participé à des compétitions de chevaux dressés pour la chasse à courre, a dirigé la Fédération Équestre Internationale et a fait partie du Comité international olympique, au sein duquel elle s'est battue pour le maintien des sports équestres au programme des Jeux olympiques de 2012. Elle a également géré les investissements de la famille, levé des fonds pour l'association caritative d'aide aux enfants sans abri Nuevo Futuro, et présidé pendant deux ans Europa Nostra, une fédération dédiée à la protection de l’héritage culturel européen."
6,story-category-code,1
6,story-priority,27
6,story-region-codes,4
6,story-country-1-code,ESP
6,story-country-1-name,Espagne
6,story-document-1-title,Forwarding correspondence authorization
6,story-document-1-url,https://www.documentcloud.org/documents/2765543-Borbon-Pilardoc2.html
6,data-person-1-name,Pilar de Borbón
6,data-person-1-description-if-politician,
6,data-person-1-relationship,Sœur
6,data-person-1-image,P_De_Borbon.png
6,data-person-1-viz-publish,fb7f4be3
6,data-person-1-comment,"Contactée à plusieurs reprises par l’ICIJ, Pilar de Bourbon n’a pas souhaité s’exprimer."
6,linked-person-name,Juan Carlos I of Spain
6,linked-person-description,Roi d’Espagne (1975-2014) ; prince héritier d’Espagne (1969-1975)
6,linked-person-image,King_Juan_Carlos.png
6,linked-person-association,R
6,linked-person-association-text,Pilar de Borbón
7,story-title,Ancien Premier ministre géorgien
7,story-subtitle,Bidzina Ivanishvili
7,story-image-if-linked-person,
7,story-narrative,"Bidzina Ivanishvili a été propriétaire de Lynden Management Ltd., une société immatriculée dans les îles Vierges britanniques. En 2011, l’autorité financière de ces îles (la Financial Investigation Agency) demande à Mossack Fonseca des informations au sujet des actionnaires et des activités de la société. Le bureau de Mossack Fonseca à Singapour confirme alors que Bidzina Ivanishvili est bénéficiaire d’un trust monté par Crédit Suisse, et que le rôle de Lynden Management consiste à détenir des actifs. Deux ans plus tard, le bureau de Mossack Fonseca aux îles Vierges classe Bidzina Ivanishvili dans la catégorie « personnalité politiquement exposée » et demande à son bureau de Singapour des documents prouvant l’identité de ce dernier et les sources de financement de Lynden Management. Le bureau de Singapour ne parvient pas à les obtenir et demandera plus tard à Crédit Suisse, intermédiaire pour la société, d’« effectuer des vérifications préalables limitées » au sujet de Lynden Management, la banque étant une « société de fiducie réglementée » ayant « de nombreuses sociétés avec Mossack »."
7,story-narrative-summary,Les autorités des îles Vierges britanniques ont demandé des précisions sur sa société offshore
7,story-biography,"Bien qu’il n’ait été Premier ministre qu’à peine 13 mois, le milliardaire Bidzina Ivanishvili a beaucoup marqué l’histoire de la Géorgie. En 2003, après avoir passé 20 ans en Russie, où il a fait fortune dans les secteurs des métaux et de la banque, Bidzina Ivanishvili revient en Géorgie où il mène une vie recluse de philanthrope et collectionneur d’art et d’animaux exotiques. En 2011, mécontent de l’action du gouvernement, il entre en politique. Il conduit la coalition Rêve géorgien jusqu’à son écrasante victoire aux élections législatives de 2012, et devient alors Premier ministre. Bidzina Ivanishvili démissionne après la victoire de son parti à l’élection présidentielle de 2013, mais continue depuis de tirer les ficelles en coulisses. En mars 2016, ses avocats ont déposé plainte à Genève contre Credit Suisse Group AG, Bidzina Ivanishvili estimant avoir été victime d’escroquerie de la part d’un ancien employé de Credit Suisse."
7,story-category-code,0
7,story-priority,2
7,story-region-codes,6
7,story-country-1-code,GEO
7,story-country-1-name,Géorgie
7,story-document-1-title,Mossack Fonseca response to Financial Investigation Agency
7,story-document-1-url,https://www.documentcloud.org/documents/2771505-Ivanishvili-Bidzinadoc1.html
7,data-person-1-name,Bidzina Ivanishvili
7,data-person-1-description-if-politician,Premier ministre de la Géorgie (2012-2013).
7,data-person-1-relationship,
7,data-person-1-image,B_Ivanishvili.png
7,data-person-1-viz-publish,3d6fe362
7,data-person-1-comment,"Un cabinet d’avocats suisse représentant Bidzina Ivanishvili indique qu’il « souhaite se montrer transparent » au sujet de son recours à des sociétés offshore, et que les banques comme Credit Suisse proposent « systématiquement » des sociétés offshore à leurs clients, même quand cela n’est pas dans l’intérêt de ces derniers."
8,story-title,Directeur d’une compagnie pétrolière
8,story-subtitle,Bruno Jean-Richard Itoua
8,story-image-if-linked-person,
8,story-narrative,"En 2004, alors qu’il était conseiller du président de la République du Congo pour les questions énergétiques et PDG de la compagnie pétrolière nationale congolaise SNPC, Bruno Jean-Richard Itoua a reçu des procurations pour deux sociétés offshore. Ces sociétés, Denvest Capital Strategies Inc et Grafin Associated SA, respectivement immatriculées aux îles Vierges britanniques et au Panama, avaient précédemment émis des actions au porteur, qui appartiennent à la personne se trouvant physiquement en leur possession. D’après les archives de Mossack Fonseca, ces sociétés ont respectivement été fermées en 2006 et 2007."
8,story-narrative-summary,Détenait des sociétés offshore alors qu’il était responsable des questions énergétiques et dirigeait la compagnie pétrolière nationale
8,story-biography,"Bruno Jean-Richard Itoua gravit les échelons du pouvoir en République du Congo grâce aux liens étroits qu'entretient sa famille avec le Président Denis Sassou-Nguesso. Il est d’abord conseiller du Président pour les hydrocarbures, puis prend la tête de la compagnie pétrolière nationale SNPC en 1998. M. Itoua est impliqué dans la vaste affaire de détournement de fonds de la SNPC qui éclate en 2003. Deux ans plus tard, un procès intenté par l’un des créanciers du Congo accuse M. Itoua et la SNPC de concourir à « détourner des revenus pétroliers... au profit de responsables congolais haut-placés ». En 2007, une Cour d’appel fédérale américaine estime que les tribunaux américains ne sont pas compétents dans le procès contre la SNPC car il s’agit d’un établissement public ; le créancier décide alors d’abandonner ses poursuites contre M. Itoua."
8,story-category-code,2
8,story-priority,58
8,story-region-codes,3
8,story-country-1-code,COG
8,story-country-1-name,Congo
8,story-document-1-title,Power of attorney for Denvest
8,story-document-2-title,Power of attorney for Grafin
8,story-document-3-title,Itoua's passport
8,story-document-1-url,https://www.documentcloud.org/documents/2765588-Itoua-Brunodoc1.html
8,story-document-2-url,https://www.documentcloud.org/documents/2771524-Itoua-Brunodoc2.html
8,story-document-3-url,https://www.documentcloud.org/documents/2777823-Itoua-Brunodoc3.html
8,data-person-1-name,Bruno Jean-Richard Itoua
8,data-person-1-description-if-politician,Ministre de l’Energie et de l’Hydraulique (2005-2011) ; ministre de la Recherche scientifique et de l’Innovation technique (depuis 2011).
8,data-person-1-relationship,
8,data-person-1-image,B_Itoua.png
8,data-person-1-viz-publish,8ab6fd85
8,data-person-1-comment,"Contacté par l’ICIJ et par Le Monde, M. Itoua n’a pas souhaité s’exprimer."
9,story-title,Épouse du commissaire européen au climat
9,story-subtitle,Micaela Domecq Solís-Beaumont
9,story-image-if-linked-person,Domecq_Story.png
9,story-narrative,"Micaela Domecq Solís-Beaumont a reçu procuration pour les opérations de Rinconada Investments Group SA, société panaméenne créée en 2005, en activité à l’époque où son époux Miguel Arias Cañete exerçait des responsabilités publiques en Espagne et dans les institutions européennes. Elle figurait sur la liste des signatures autorisées, aux côtés d’autres membres de la famille aristocrate espagnole des Domecq. Six de ses frères et sœurs étaient également connectés à Rinconada Investments Group. L'antenne genevoise de Deutsche Bank et la société suisse de services financiers Gestrust SA ont aidé les Domecq à créer Rinconada Investments Group avec le concours de Mossack Fonseca, qui enregistre la fermeture de la société en janvier 2010."
9,story-narrative-summary,Société offshore en activité lorsque son époux exerçait des fonctions politiques
9,story-biography,"Pour Micaela Domecq Solís-Beaumont, issue d’une famille d’éleveurs de taureaux de combat, épouser l’homme politique Miguel Arias Cañete s’est révélé être un bon investissement. Aujourd’hui commissaire européen pour l’action pour le climat, il a longtemps été membre de la Commission de l’agriculture au Parlement européen, avant de devenir ministre espagnol de l’Agriculture en 2000 puis de nouveau en 2011. Il a milité pour l’élargissement des subventions agricoles européennes à l’élevage taurin. Lors du passage de Miguel Arias Cañete au ministère, Jandilla, l’élevage mondialement réputé de son épouse, géré par leurs fils Pablo et Juan Pedro et détenu par les frères et sœurs de Micaela, a perçu des subventions agricoles dépassant largement le million de dollars. Les autres activités de son épouse dans l’agriculture, la forêt et le vin ont également reçu des subventions européennes."
9,story-category-code,3
9,story-priority,72
9,story-region-codes,4
9,story-country-1-code,ESP
9,story-country-1-name,Espagne
9,story-country-2-code,BEL
9,story-country-2-name,Belgique
9,story-document-1-title,Rinconada Investments opens bank accounts with Domecq as authorized signatory
9,story-document-1-url,https://www.documentcloud.org/documents/2778431-Domecq-Micaeladoc1.html
9,data-person-1-name,Micaela Domecq Solís-Beaumont
9,data-person-1-description-if-politician,
9,data-person-1-relationship,Epouse
9,data-person-1-image,M_Domecq_Solis-Beaumont.png
9,data-person-1-viz-publish,1bd58b77
9,data-person-1-comment,"D’après l’un des avocats de Micaela Domecq, celle-ci a déclaré l’intégralité de ses revenus et de ses avoirs au fisc espagnol. Il a ajouté que Rinconada n’était pas en activité, que Mme Domecq n’avait pas de procuration et qu’elle ne figurait pas sur la liste des signatures autorisées.Un membre du cabinet de Miguel Arias Cañete a répondu que les biens qui appartenaient respectivement à M. Arias Cañete et à Micaela Domecq au moment de leur mariage en 1978, tout comme les biens que chacun des époux avait acquis par la suite, étaient « détenus et gérés séparément, conformément au code civil espagnol ». Il a ajouté que les déclarations de M. Arias Cañete étaient entièrement conformes au Code de conduite des députés au Parlement européen en matière d’intérêts financiers et de conflits d’intérêts, ainsi qu’au Code de conduite des Commissaires européens. Il a précisé que lorsque M. Arias Cañete était entré au Parlement européen, la société n’avait eu aucune activité depuis déjà plusieurs années."
9,linked-person-name,Miguel Arias Cañete
9,linked-person-description,"Commissaire européen pour l’action pour le climat et l’énergie (depuis 2014) ; ministre espagnol de l’Agriculture, de l’Alimentation et de l’Environnement (2000-2004 puis 2011-2014)"
9,linked-person-image,M_Arias_Canete.png
9,linked-person-association,A
9,linked-person-association-text,Micaela Domecq Solís-Beaumont
10,story-title,Ancien directeur du renseignement rwandais
10,story-subtitle,Emmanuel Ndahiro
10,story-image-if-linked-person,
10,story-narrative,"En septembre 1998, Emmanuel Ndahiro devient administrateur de la société Debden Investments Limited, immatriculée dans les îles Vierges britanniques. La même année, il apparaît régulièrement dans la presse internationale en tant que porte-parole de l’armée rwandaise. Selon certaines sources, la société Debden serait propriétaire d’un jet privé. Au moment de sa nomination, l’adresse fournie par Emmanuel Ndahiro correspond à un immeuble situé dans une zone commerciale de l’Ouest londonien. La société était détenue par Hatari Sekoko, ancien soldat du Front patriotique rwandais devenu homme d’affaires accompli ; elle a été fermée en 2010."
10,story-narrative-summary,Administrateur d’une société offshore détenue par un collègue militaire
10,story-biography,"Le général de brigade Emmanuel Ndahiro est un ami proche du Président rwandais Paul Kagame, dont il a été le médecin, le conseiller et le porte-parole. Il était également porte-parole de l’armée lorsque Kagame était ministre de la Défense, entre 1994 et 2000. Emmanuel Ndahiro a dirigé les services nationaux rwandais de renseignement et de sécurité de 2004 à 2011. En 2015, Paul Kagame le promeut général de brigade."
10,story-category-code,2
10,story-priority,60
10,story-region-codes,3
10,story-country-1-code,RWA
10,story-country-1-name,Rwanda
10,story-document-1-title,Ndahiro is appointed a director.
10,story-document-1-url,https://www.documentcloud.org/documents/2778397-Ndahiro-Emmanueldoc1.html
10,data-person-1-name,Emmanuel Ndahiro
10,data-person-1-description-if-politician,Général de brigade (depuis 2015) ; directeur de l’agence rwandaise de renseignement (2004-2011)
10,data-person-1-relationship,
10,data-person-1-image,E_Ndahiro.png
10,data-person-1-viz-publish,7bd6ba22
10,data-person-1-comment,"Contactés à plusieurs reprises, MM. Ndahiro et Sekoko n’ont pas souhaité s’exprimer."
11,story-title,Députée et sœur du Président de la RDC
11,story-subtitle,Jaynet Désirée Kabila Kyungu
11,story-image-if-linked-person,
11,story-narrative,"Keratsu Holding Limited a été immatriculée à Niue, petite île du Pacifique, le 19 juin 2001, quelques mois après l’élection du frère de Mme Kabila au poste de président de la République démocratique du Congo. Jaynet Désirée Kabila Kyungu en a été co-administratrice aux côtés de l’homme d’affaires congolais Kalume Nyembwe Feruzi. D’après le magasine réputé Africa Confidential, Mme Kabila et M. Feruzi seraient aussi proches que l’étaient leurs pères avant eux. Kalume Nyembwe Feruzi a travaillé pour la Fondation Laurent-Désiré Kabila, qui porte le nom du père de Mme Kabila et dont elle est présidente. La société congolaise Keratsu Holding Ltd a détenu des parts dans l'un des principayx opérateurs téléphoniques de la République démocratique du Congo."
