id,fieldname,text
1,data-person-1-comment,"A assessoria de imprensa de Allawi confirmou que ele ""é o único diretor e acionista da Foxwood Estates Limited, Moonlight Estates Limites e IMF Holdings Inc."" O e-mail da assessoria aponta ainda que IMP foi criada para a compra de propriedades residenciais com recursos pessoais de Allawi baseado em um aconselhamento de segurança e jurídico ""à luz de uma tentativa de assassinato contra ele"". O texto também diz que ""toda renda gerada no Reino Unido a partir das propriedades mantidas pelas empresas foram devidamente contabilizadas"" e que ""os impostos foram pagos prontamente""."
2,story-title,Presidente da Ucrânia
2,story-subtitle,Petro Poroshenko
2,story-image-if-linked-person,
2,story-narrative,"Em agosto de 2014, quando as tropas russas entraram no Leste da Ucrânia, Poroshenko tornou-se o único acionista da Prime Asset Partners Limited, que a Mossack Fonseca criou nas Ilhas Virgens Britânicas. Um escritório de advocacia do Chipre que representava a recém-adquirida empresa a descreveu como ""uma holding de empresas da Ucrânia e do Chipre do Rosheh Group, uma das maiores fabricantes de doces da Europa"". O escritório escreveu que, ainda que a Prime Asset Partners Limited dizia respeito ""a uma pessoa envolvida em política"", ela ""não tinha nada a ver com suas atividades políticas"". Durante sua campanha presidencial de 2015, Poroshenko prometeu vender a maioria dos seus ativos, que acabaram transferidos para a Prime Assets Capital, segundo o noticiário da época. Em outubro de 2014, um banco ucraniano do qual Poroshenko é controlador, o International Invest Bank, escreveu uma carta de referência à Mossack Fonseca informando que suas movimentações bancárias lá haviam sido ""conduzidas corretamente, para nossa satisfação""."
2,story-narrative-summary,Empresas offshore possuem ativos incluindo uma fabricante europeia de doces.
2,story-biography,"Petro Poroshenko, bilionário da Ucrânia, o ""rei do chocolate"", cujo império empresarial abrange fábricas automotivas, um estaleiro naval, um canal de TV e a maior empresa fabricante de doces do país, venceu a eleição presidencial de 2014 por maioria esmagadora, um resultado amplamente atribuído à sua perspicácia política. Poroshenko habilmente mudou seus vínculos políticos no decorrer dos anos e evitou ser contaminado pela longa linha de oligarcas e líderes corruptos ucranianos. Embora tenha prometido se opor aos oligarcas e ""impedir uma influência inoportuna dos interesses privados sobre o Estado"" , seus críticos ainda esperam por isto. Defensor da Revolução Laranja de 2004, em favor da democracia e da aproximação com a Europa, ele também se posicionou como um nacionalista que conseguiria estabelecer relações pacíficas com a Rússia."
2,story-category-code,0
2,story-priority,12
2,story-region-codes,4
2,story-country-1-code,UKR
2,story-country-1-name,Ucrânia
2,story-document-1-title,Share register for Prime Asset
2,story-document-2-title,Poroshenko's passport
2,story-document-3-title,Memorandum of sole director
2,story-document-4-title,
2,story-document-1-url,https://www.documentcloud.org/documents/2765536-Poroshenko-Petrodoc1.html
2,story-document-2-url,https://www.documentcloud.org/documents/2771394-Poroshenko-Petrodoc2.html
2,story-document-3-url,https://www.documentcloud.org/documents/2765538-Poroshenko-Petrodoc3.html
2,story-document-4-url,
2,data-person-1-name,Petro Poroshenko
2,data-person-1-description-if-politician,"Presidente da Ucrânia (2014 até o momento), Ministro do Comércio e Desenvolvimento (2012)."
2,data-person-1-relationship,
2,data-person-1-image,P_Poroshenko.png
2,data-person-1-viz-publish,c2b5aa82
2,data-person-1-comment,"Um porta-voz de Poroshenko disse que a criação do trust e de estruturas corporativas relacionadas não têm relação com eventos políticos e militares na Ucrânia. Apesar de Poroshenko não incluir a empresa Prime Asset Partners em suas declarações financeiras, seus consultores financeiros apontaram que nem a empresa ou outras duas companhias relacionadas, no Chipre e na Holanda, possuem ativos. Eles disseram que a companhia fazia parte de uma restruturação corporativa para ajudar na venda do grupo Roshen. A estrutura, segundo os conselheiros, está alinhada com ""as práticas de mercado na Ucrânia para negócios que visam a venda para investidores estratégicos ou para a entrada no mercado de capitais, lançamento de IPO, etc"". Ainda segundo os conselheiros, apesar de Poroshenko ser o acionista majoritário, suas ações são administradas por um gestor licenciado, e seus ativos tem sido mantidos por um fundo de gestão independente chamado Prime Asset Capital, desde 2005. De acordo com os conselheiros, estes ativos serão transferidos para um fundo ""blind trust"" assim que as formalidades legais estiverem acertadas."
3,story-title,Filho do ex-Secretário-Geral das Nações Unidas
3,story-subtitle,Kojo Annan
3,story-image-if-linked-person,Annan_Story.png
3,story-narrative,"Kojo Annan era o único diretor da empresa Sapphire Holding Leda, de Samoa, fundada e registrada em Niue em 2003, que usou para comprar um apartamento no centro de Londres. O apartamento foi adquirido em uma transação concluída em 2003 por mais de US$ 500.000, de acordo com registros no Reino Unido. A Saphire Holding usou acionistas anônimos até 2015, quando Kojo Annan passou a aparecer como acionista com um endereço de Gana. A Mossack Fonseca continuou a se comunicar com Annan no endereço em Londres (Argyl Mansions) em 2015. Kojo Annan era também acionista e diretor de duas empresas nas Ilhas Virgens Britânicas incorporadas em 2002."
3,story-narrative-summary,Empresa offshore usada para comprar apartamento em Londres no valor de US$ 500.000
3,story-biography,"Kojo Annan é o único filho do ex-secretário-geral das Nações Unidas Kofi Annan, que ocupou o cargo de 1997 a 2006. A empresa suíça Cotecna contratou Kojo Annan em 1995 para trabalhar na Nigéria. No início de 1998 ele deixou o posto para se tornar consultor da Cotecna. Meses depois, as Nações Unidas outorgaram à empresa um contrato como parte do programa humanitário Petróleo por Comida no Iraque, provocando críticas de impropriedade. Um painel independente investigou o programa, incluindo Kojo Annan, e emitiu um relatório em 2005, com provas de que ele tentou influenciar ou usar relações da família para tirar proveito do programa. Kojo Annan e a Cotecna negaram vigorosamente as alegações de irregularidades."
3,story-category-code,3
3,story-priority,66
3,story-region-codes,3
3,story-country-1-code,GHA
3,story-country-1-name,Gana
3,story-document-1-title,Sapphire Holding approves purchase of London property
3,story-document-1-url,https://www.documentcloud.org/documents/2782973-Annan-Kojodoc1re.html
3,data-person-1-name,Kojo Annan
3,data-person-1-description-if-politician,
3,data-person-1-relationship,Filho
3,data-person-1-image,K_Annan.png
3,data-person-1-viz-publish,78077c17
3,data-person-1-comment,"Um advogado de Annan respondeu que suas empesas ""operam de acordo com as leis e regulamentações das jurisdições relevantes e, na medida em que surgem obrigações fiscais, elas pagam os impostos nas jurisdições nas quais os impostos devem ser pagos. Em outras palavras, qualquer entidade e conta mantida pelo senhor Annan foi aberta apenas para propósitos normais e legais para gestão familiar e empresarial e foram totalmente reveladas de acordo com as leis aplicáveis."" Ele também lembrou que uma investigação não descobriu evidências de que Annan tentou influenciar qualquer pessoa na Organização das Nações Unidas (ONU) para conceder contratos a qualquer empesa com a qual ele fosse associado."
3,linked-person-name,Kofi Annan
3,linked-person-description,Secretário-geral das Nações Unidas (1997-2006)
3,linked-person-image,Kofi_Annan.png
3,linked-person-association,R
3,linked-person-association-text,Kojo Annan
4,story-title,Ministro de governo na França
4,story-subtitle,Jérôme Cahuzac
4,story-image-if-linked-person,
4,story-narrative,"Jérôme Cahuzac era proprietário de uma empresa nas ilhas Seychelles, Cerman Group Limited, fundada em 2009 e vinculada a uma conta bancária. Duas outras empresas offshore foram usadas como diretora e acionista do Cerman Group. Documentos sugerem que a propriedade da conta por Cahuzac foi revelada à Mossack Fonseca à época em que as autoridades francesas estavam investigando alegações de fraude fiscal por parte de Cahuzac, em 2013. Quando as autoridades de Seychelles questionaram a Mossack Fonseca a respeito da conta, a empresa pediu mais informações sobre o Cerman Group à firma que originalmente fora contratada para criá-la. Essas informações revelaram o envolvimento de Cahuzac. A Mossack Fonseca disse às autoridades de Seychelles em 3 de maio de 2013 que estava suspendendo suas relações comerciais com o Cerman Group devido aos seus vínculos com o político francês, que era uma ""Pessoa Exposta Politicamente"" de alto risco. O Cerman Group Limited foi desativado em janeiro de 2015."
4,story-narrative-summary,Empresa offshore detinha conta bancária para ministro acusado de fraude fiscal.
4,story-biography,"As mentiras contadas por Jérôme Cahuzac em 2013 desencadearam uma das mais espetaculares derrocadas de uma autoridade pública nos anais dos escândalos franceses. Quando um ministro de governo que travava uma campanha contra a evasão fiscal, Cahuzac foi obrigado a admitir que havia mentido ao presidente François Hollande, aos ex-colegas no Parlamento e ao povo francês quando, repetidamente, negou manter contas bancárias no exterior. Cahuzac disse que mantivera uma conta bancária na Suíça com mais de US$ 750.000 durante 20 anos, tendo transferido o dinheiro para Singapura em 2009; Sua ex-mulher revelou uma conta aberta na Grã-Bretanha em 1997. Cahuzac, que fez fortuna como cirurgião plástico, renunciou ao cargo de ministro e aguarda julgamento por fraude fiscal."
4,story-category-code,2
4,story-priority,42
4,story-region-codes,4
4,story-country-1-code,FRA
4,story-country-1-name,França
4,story-document-1-title,Letter to Financial Intelligence Group
4,story-document-2-title,Cahuzac's ID
4,story-document-1-url,https://www.documentcloud.org/documents/2777888-Cahuzac-Jeromedoc1.html
4,story-document-2-url,https://www.documentcloud.org/documents/2777889-Cahuzac-Jeromedoc2.html
4,data-person-1-name,Jérôme Cahuzac
4,data-person-1-description-if-politician,"Ministro do Orçamento no Ministério da Economia, Finanças e Comércio Exterior (2012-2013). Vice-ministro (1997-2002, 2007-2012)"
4,data-person-1-relationship,
4,data-person-1-image,J_Cahuzac.png
4,data-person-1-viz-publish,77c55dda
4,data-person-1-comment,Um advogado de Cahuzac não respondeu aos vários pedidos de resposta.
5,story-title,Membro do Parlamento britânico
5,story-subtitle,Michael Mates
5,story-image-if-linked-person,
5,story-narrative,"Declarações financeiras que Mates apresentou ao Parlamento indicavam que ele foi chairman da empresa Haylandale Limited de abril de 2005 até pelo menos abril de 2010 quando renunciou ao posto para assumir uma cadeira pelo distrito de New Hampshire. A companhia, criada nas Bahamas em 2003 e dissolvida em 2013, foi constituída para investir em incorporações imobiliárias no arquipélago do Caribe. Michael Mates se tornou acionista minoritário da Haylandale Limited em janeiro de 2005. Adicionalmente, a Haylandale possuía quatro empresas subsidiárias de agosto de 2007 a dezembro de 2008 que oferecia serviços de locação e outros envolvendo propriedades de luxo nas Bahamas"
5,story-narrative-summary,Empresas offshore usadas para incorporações imobiliárias no Caribe
5,story-biography,"Michael Mates é um membro do Partido Conservador que ocupou um assento no Parlamento britânico de 1974 até maio de 2010, quando decidiu não se candidatar à reeleição. Ele foi ministro do departamento britânico responsável pelos assuntos relativos à Irlanda do Norte de 1992 a 1993, mas renunciou quando sua reputação foi afetada por causa do seu apoio ao empresário falido Asil Nadir, acusado de atos fraudulentos. Durante a investigação, Mates enviou a Nadir um relógio com a inscrição ""Não deixe que os patifes o derrubem"". Nadir foi condenado, em agosto de 2012, pelo roubo de quase US$ 46 milhões, o que gerou grandes manchetes exatamente quando Mates estava em campanha para assumir o posto de comissário de polícia em Hampshire. Ele perdeu a eleição."
5,story-category-code,2
5,story-priority,54
5,story-region-codes,4
5,story-country-1-code,GBR
5,story-country-1-name,Reino Unido
5,story-document-1-title,Shareholder of Haylandale Limited since 2005
5,story-document-2-title,Chairman - 2010 declaration of financial interests
5,story-document-1-url,https://www.documentcloud.org/documents/2780926-Mates-Michaeldoc1.html
5,story-document-2-url,https://www.documentcloud.org/documents/2777847-Mates-Michaeldoc2.html
5,data-person-1-name,Michael Mates
5,data-person-1-description-if-politician,Membro Parlamento britânico (1974-2010)
5,data-person-1-relationship,
5,data-person-1-image,M_Mates.png
5,data-person-1-viz-publish,fb706ef9
5,data-person-1-comment,"Mates disse que a empresa foi criada para desenvolver o turismo em Barbuda, uma ilha que faz parte do país Antigua e Barbuda, localizada no leste do caribe. Ele disse que um amigo pediu para ele se tornar presidente e que seus conselhos foram a respeito de assuntos sobre como lidar com o governo de Antigua, que é o dono da ilha. Ele disse que não recebeu nem vai receber nenhuma remuneração ""a menos e até que o desenvolvimento ocorra, e tampouco recebeu dividendos de qualquer valor"", já que a empresa ""nunca teve nenhum valor real""."
6,story-title,Irmã do rei da Espanha
6,story-subtitle,Pilar de Borbón
6,story-image-if-linked-person,Borbon_Story.png
6,story-narrative,"Em agosto de 1974, Pilar de Bourbon tornou-se presidente e diretora da empresa registrada no Panamá Delantera Financiera SA. Arquivos de Mossack Fonseca revelaram que, na mesma data, seu marido, Luiz Gómez-Acebo, também assumiu os cargos de tesoureiro e diretor da companhia. Originalmente a empresa foi registrada no Panamá em maio de 1969. A partir de março de 1993, nenhum deles aparecia mais como diretores. A partir desse ano, a intermediária que representavam o proprietário anônimo da empresa era a Gómez-Acebo & Pombo Abogados, com sede em Madri, escritório de advocacia fundado pelo cunhado de Pilar de Bourbón, Ignacio Gómez-Acebo. Antes disto, a Timothy Lloyd, com sede em Londres, representava a companhia. Em 1993, a Lloyd indicou que Pilar de Bourbón era proprietária da Delantera Financiera SA. O filho de Pilar, Bruno Alejandro Gómez-Acebo Bourbon, tornou-se diretor e tesoureiro da companhia de julho de 2006 até sua dissolução, em junho de 2014."
6,story-narrative-summary,Envolvimento da família com empresa offshore remonta aos anos 70
6,story-biography,"Como irmã mais velho do rei Juan Carlos, da Espanha, Pilar de Bourbon usou da sua condição real de Infanta da Espanha e Duquesa de Badajoz para arrecadar dinheiro para instituições beneficentes e se dedicar aos cavalos, seu hobby. Participante de competições equestres com cavalos treinados para caça à raposa, ela presidiu a International Equestrian Foundation e foi membro do Comitê Olímpico Internacional, colaborando para bloquear os esforços para retirada dos esportes equestres da Olimpíada de 2012. Ela também administrou os investimentos da família; levantou recursos para a Nuevo Futuro, instituição beneficente para crianças sem teto; e passou dois anos como presidente da Europa Nostra, coalizão dedicada à proteção da herança cultural da Europa."
6,story-category-code,1
6,story-priority,27
6,story-region-codes,4
6,story-country-1-code,ESP
6,story-country-1-name,Espanha
6,story-document-1-title,Forwarding correspondence authorization
6,story-document-1-url,https://www.documentcloud.org/documents/2765543-Borbon-Pilardoc2.html
6,data-person-1-name,Pilar de Borbón
6,data-person-1-description-if-politician,
6,data-person-1-relationship,Irmã
6,data-person-1-image,P_De_Borbon.png
6,data-person-1-viz-publish,fb7f4be3
6,data-person-1-comment,De Borbón não respondeu aos repetidos pedidos de explicação feitos pelo Consórcio Internacional de Jornalistas Investigativos (ICIJ).
6,linked-person-name,Juan Carlos I of Spain
6,linked-person-description,Rei da Espanha (1975-2014); Príncipe Herdeiro da Espanha (1969-1975)
6,linked-person-image,King_Juan_Carlos.png
6,linked-person-association,R
6,linked-person-association-text,Pilar de Borbón
7,story-title,Ex-primeiro ministro da Geórgia
7,story-subtitle,Bidzina Ivanishvili
7,story-image-if-linked-person,
7,story-narrative,"Bidzina Ivanishvili era proprietário da Lynden Management Ltd., empresa com sede nas Ilhas Virgens Britânica. Em 2011, a Agência de Investigação Financeira das Ilhas Virgens pediu à Mossack Fonseca informações sobre a propriedade e atividades da empresa. O escritório da Mossack em Singapura confirmou então que Ivanishvili era beneficiário de um fundo fiduciário criado pelo Crédit Suisse. E que a atividade da Lynden Management era gerir ativos. Dois anos depois, a filial da Mossack Fonseca nas Ilhas Virgens identificou Ivanishvili como ""pessoa politicamente exposta"" e pediu a seu escritório em Singapura que enviasse documentos provando a identidade de Ivanishvili e a fonte dos fundos da Lynden Management. Singapura não obteve os dados e posteriormente pediu ao seu cliente, Crédit Suisse, para ""realizar a necessária auditoria"" sobre a empresa, uma vez que o banco é ""empresa fiduciária regulamentada"" e tinha ""muitas companhias geridas pela Mossack"""
7,story-narrative-summary,Autoridades das Ilhas Vîrgens Britânicas pediram informações sobre empresa offshore
7,story-biography,"Embora tenha sido primeiro-ministro só por 13 meses, o bilionário Bidzina Ivanishvili deixou uma marca indelével na história da Geórgia. Após 20 anos na Rússia, onde fez fortuna nos ramos bancário e de metais, Ivanishvili voltou à Geórgia em 2003 e ficou conhecido como um recluso filantropo e colecionador de arte e animais exóticos. Em 2011, transformou seu crescente desprazer com o governo em ativismo político. Liderou uma coalizão chamada Sonho Georgiano em uma esmagadora vitória nas eleições parlamentares de 2012 e assumiu o posto de primeiro-ministro. Renunciou voluntariamente após seu partido vencer a eleição presidencial de 2013, mas continuou a manejar o poder nos bastidores. Em março de 2016, advogados atuando em nome de Ivanishvili abriram um processo com o Crédit Suisse, alegando que ele havia sido vítima de fraude cometida por um ex-funcionário do banco"
7,story-category-code,0
7,story-priority,2
7,story-region-codes,6
7,story-country-1-code,GEO
7,story-country-1-name,Geórgia
7,story-document-1-title,Mossack Fonseca response to Financial Investigation Agency
7,story-document-1-url,https://www.documentcloud.org/documents/2771505-Ivanishvili-Bidzinadoc1.html
7,data-person-1-name,Bidzina Ivanishvili
7,data-person-1-description-if-politician,Primeiro-ministro da Geórgia (2012-2013)
7,data-person-1-relationship,
7,data-person-1-image,B_Ivanishvili.png
7,data-person-1-viz-publish,3d6fe362
7,data-person-1-comment,"Uma empresa de advocacia suíça que representa Ivanishvili disse que ele está ""querendo ser transparente"" sobre o uso de empresas offshore e que os bancos como o Credit Suisse ""sistematicamente"" oferece companhias offshore para seus cliente, mesmo que isso não sirva aos interesses do cliente."
8,story-title,Chefe da empresa nacional de petróleo
8,story-subtitle,Bruno Jean-Richard Itoua
8,story-image-if-linked-person,
8,story-narrative,"Bruno Jean-Richard Itoua tinha procuração para representar como advogado duas empresas offshore em 2004, enquanto era conselheiro em energia do presidente da República do Congo e presidente da SNPC, a empresa petroleira nacional congolesa. As empresas, Denvest Capital Stratefies Inc., com base nas Ilhas Virgens, e Grafin Associated SA, baseada no Panamá, haviam anteriormente lançado ações não registradas pertencentes à pessoa que as detinha fisicamente. As companhias ficaram inativas respectivamente em 2006 e 2007, segundo gravações da Mossack Fonseca."
8,story-narrative-summary,Controlou empresas offshore enquanto responsável pela empresa nacional de petróleo e pela área de energia do governo
8,story-biography,"Bruno Jean-Richard Itoua ascendeu no poder na República do Congo por meio das estreitas ligações de sua família com o presidente Denis Sassou-Nguesso, primeiro como conselheiro presidencial no ramo de hidrocarbonetos, depois chegando à presidência da petroleira nacional, a SNPC, em 1998. Itoua viu-se implicado em um enorme desvio de fundos da empresa, revelado em 2003. Em um processo aberto dois anos depois por um dos credores congoleses, Itoua e a SNPC foram acusados de conspirar para ""desviar ingressos do petróleo ... para os bolsos de poderosos funcionários públicos congoleses"". Depois de um tribunal federal de apelações dos EUA decidir em 2007 que os tribunais americanos não tinham jurisdição sobre o processo contra a SNPC, por se tratar de uma agência governamental, o credor não prosseguiu com o caso contra Itoua."
8,story-category-code,2
8,story-priority,58
8,story-region-codes,3
8,story-country-1-code,COG
8,story-country-1-name,Congo
8,story-document-1-title,Power of attorney for Denvest
8,story-document-2-title,Power of attorney for Grafin
8,story-document-3-title,Itoua's passport
8,story-document-1-url,https://www.documentcloud.org/documents/2765588-Itoua-Brunodoc1.html
8,story-document-2-url,https://www.documentcloud.org/documents/2771524-Itoua-Brunodoc2.html
8,story-document-3-url,https://www.documentcloud.org/documents/2777823-Itoua-Brunodoc3.html
8,data-person-1-name,Bruno Jean-Richard Itoua
8,data-person-1-description-if-politician,"Ministro da Energia e Hidráulica (2005-2011), Ministro da Pesquisa Científica e Inovação Técnica (de 2011 até o momento)."
8,data-person-1-relationship,
8,data-person-1-image,B_Itoua.png
8,data-person-1-viz-publish,8ab6fd85
8,data-person-1-comment,Itoua negou-se a responder os pedidos de explicação feitos pelo ICIJ e pelo Le Monde.
9,story-title,Esposa do Comissário Europeu para Ações Climáticas e Energia
9,story-subtitle,Micaela Domecq Solís-Beaumont
9,story-image-if-linked-person,Domecq_Story.png
9,story-narrative,"Micaela Domecq Solis-Beaumont recebeu poderes para aprovar transações da Rinconada Investments Group SA, empresa registrada no Panamá em 2005 e que existia enquanto seu marido, Miguel Arias Cañete, mantinha funções públicas na Espanha e na União Europeia. Ela estava incluída como signatária autorizada juntamente com membros da sua aristocrática família espanhola Domecq. Seis irmãos também estavam ligados ao Rinconada Investments Group. o Deutsche Bank em Genebra e a empresa de serviços financeiros Gestrust SA, com sede na Suíça, auxiliaram a Domecq a fundar o Rinconada Investments Group com ajuda da Mossack Fonseca. A companhia foi registrada pela Mossack Fonseca como inativa em janeiro de 2010."
9,story-narrative-summary,Empresa offshore estava ativa quando seu marido detinha cargos políticos.
9,story-biography,"Para Micaela Domecq Solis-Beaumont, cuja família cria touros para touradas épicas contra matadores espanhóis, casar-se com o político de carreira Miguel Arias Cañete foi bom para os negócios. Seu marido, hoje comissário para ações climáticas, foi membro da comissão de agricultura do Parlamento Europeu durante muitos anos, antes de se tornar ministro da agricultura da Espanha em 2000 e novamente em 2011. Ele defendeu a expansão dos subsídios agrícolas na União Europeia para abranger também a criação de touros. Durante seu mandato como ministro,mais de US$ 1 milhão em subsídios agrícolas foram canalizados para as operações com os mundialmente conhecidos touros da fazenda Jandilla, de sua mulher e administrada por seus dois filhos, Pablo e Juan Pedro, e tendo como coproprietários os irmãos dela, A outra fazenda de Micaela, ativa na área vinícola e de silvicultura, também recebeu subsídios da União Europeia."
9,story-category-code,3
9,story-priority,72
9,story-region-codes,4
9,story-country-1-code,ESP
9,story-country-1-name,Espanha
9,story-country-2-code,BEL
9,story-country-2-name,Bélgica
9,story-document-1-title,Rinconada Investments opens bank accounts with Domecq as authorized signatory
9,story-document-1-url,https://www.documentcloud.org/documents/2778431-Domecq-Micaeladoc1.html
9,data-person-1-name,Micaela Domecq Solís-Beaumont
9,data-person-1-description-if-politician,
9,data-person-1-relationship,Esposa
9,data-person-1-image,M_Domecq_Solis-Beaumont.png
9,data-person-1-viz-publish,1bd58b77
9,data-person-1-comment,"Um advogado de Domecq disse que ela havia declarado sua renda e seus ativos às autoridades tributárias espanholas. O advogado disse que a Rinconada não está ativa e que Domecq não é procuradora ou advogada da empresa e não ""é uma signatária autorizada da companhia""."
9,linked-person-name,Miguel Arias Cañete
9,linked-person-description,"Comissário Europeu para Ações Climáticas e Energia (2014 até o momento); Ministro da Agricultura, Alimentação e Meio Ambiente (2011-2014)."
9,linked-person-image,M_Arias_Canete.png
9,linked-person-association,A
9,linked-person-association-text,Micaela Domecq Solís-Beaumont
10,story-title,Ex-chefe da Inteligência de Ruanda
10,story-subtitle,Emmanuel Ndahiro
10,story-image-if-linked-person,
10,story-narrative,"Emmanuel Ndahiro foi nomeado diretor da empresa Debden Investments Limited, nas Ilhas Virgens Britânicas, em setembro de 1998, mesmo ano em que regularmente aparecia no noticiário internacional como porta-voz do Exército de Ruanda. A Debden era proprietária de um jato, segundo informações da época. Quando ele foi nomeado, o endereço registrado de Ndahiro era um prédio no setor comercial de um bairro a oeste de Londres. Hatari Sekoko, ex-soldado da Frente Patriótica de Ruanda e hoje importante executivo empresarial, aparecia como proprietário da empresa, desativada em 2010."
10,story-narrative-summary,Diretor de empresa offshore de propriedade de um colega do Exército
10,story-biography,"O brigadeiro Emmanuel Ndahiro era um confidente do presidente de Ruanda, Paul Kagame, tendo atuado como seu médico, assessor de segurança e porta-voz. Também atuou como porta-voz do Exército quando Kagame era ministro da Defesa, de 1994 a 2000. Ndahiro chefiou os serviços de segurança e a Inteligência Nacional de 2004 a 2011. Em 2015, ele foi promovido por Kagame a brigadeiro."
10,story-category-code,2
10,story-priority,60
10,story-region-codes,3
10,story-country-1-code,RWA
10,story-country-1-name,Ruanda
10,story-document-1-title,Ndahiro is appointed a director.
10,story-document-1-url,https://www.documentcloud.org/documents/2778397-Ndahiro-Emmanueldoc1.html
10,data-person-1-name,Emmanuel Ndahiro
10,data-person-1-description-if-politician,"Brigadeiro (2015 até o momento), chefe da agência de Inteligência em Ruanda (2004-2011)"
10,data-person-1-relationship,
10,data-person-1-image,E_Ndahiro.png
10,data-person-1-viz-publish,7bd6ba22
10,data-person-1-comment,Ndahiro não respondeu às repetidas solicitações para comentar o caso.
11,story-title,Membro do Parlamento da República Democrática do Congo e irmã do presidente
11,story-subtitle,Jaynet Désirée Kabila Kyungu
11,story-image-if-linked-person,
11,story-narrative,"A empresa Keratsu Holding Limited foi incorporada em Niue em 19 de junho de 2001, alguns meses depois de o irmão de Jaynet Kabila se tornar presidente da República Democrática do Congo. Ela aparecia como codiretora da Keratsu, juntamente com o empresário congolês Kalume Nyembwe Feruzi. Kabila seria muito próximo de Feruzi, cujo pai era amigo íntimo do pai dela, Laurent Desire Kabila, de acordo com a respeitada revista Africa Confidential. Feruzi também trabalhou para a Laurent Desire Kabila Foundation, da qual Jaynet é presidente. A Keratsu Holding Ltd. teve participação acionária em uma das maiores empresas de telefonia celular da República Democrática do Congo."
11,story-narrative-summary,Empresa offshore tem participação na empresa de telefonia móvel do Congo
11,story-biography,"Jaynet Desirée Kabila Kyungu é irmã gêmea de Joseph Kabila, presidente da República Democrática do Congo. Famosa pela discrição e por ser uma pessoa minuciosa, ela foi eleita para o Parlamento em novembro de 2011 e assumiu o cargo em fevereiro de 2012. Ela é presidente da Laurent Desire Kabila Foundation, instituição que leva o nome do seu pai, e é proprietária da Digital Congo, conglomerado de rádio, TV e internet. Em 2015, o site Jeune Afrique informou que Kabila havia se tornado ""a pessoa mais influente na entourage do presidente""."
11,story-category-code,2
11,story-priority,34
11,story-region-codes,3
11,story-country-1-code,COD
11,story-country-1-name,República Democrática do Congo
11,story-document-1-title,Request for company restoration aplication
11,story-document-2-title,Confirmation of Keratsu Holding incorporation
11,story-document-1-url,https://www.documentcloud.org/documents/2778169-Kyungu-Jaynetdoc1.html
11,story-document-2-url,https://www.documentcloud.org/documents/2782966-Kyungu-Jaynetdoc2.html
11,data-person-1-name,Jaynet Désirée Kabila Kyungu
11,data-person-1-description-if-politician,Membro do Parlamento na República Democrática do Congo (2012 até o momento)
11,data-person-1-relationship,
11,data-person-1-image,J_Kyungu.png
11,data-person-1-viz-publish,c1a12c57
