id,fieldname,text
13,story-biography,"John Addo Kufour ist der älteste Sohn des ehemaligen ghanaischen Präsidenten, John Agyekum Kufuor, der das Land von 2001 bis 2009 führte. Als Buchalter ausgebildet, arbeitete der junge Kufour in der Hotelindustrie. 2005 berichteten ghanaische Medien, dass er lukrative Regierungsverträge und Geschäfte im privaten Sektor durch Vetternwirtschaft erhielt. Eine offizielle Kommission fand keinen Beweis für ein Fehlverhalten."
13,story-category-code,1
13,story-priority,23
13,story-region-codes,3
13,story-country-1-code,GHA
13,story-country-1-name,Ghana
13,story-document-1-title,The Excel 2000 Trust – bank account
13,story-document-2-title,Deed of Termination
13,story-document-1-url,https://www.documentcloud.org/documents/2778185-Kuffuor-Johndoc1.html
13,story-document-2-url,https://www.documentcloud.org/documents/2782965-Kuffuor-Johndoc2.html
13,data-person-1-name,John Addo Kufuor
13,data-person-1-description-if-politician,
13,data-person-1-relationship,Sohn
13,data-person-1-image,S_Man.png
13,data-person-1-viz-publish,25dc6764
13,data-person-1-comment,Kufuor hat auf die wiederholten Anfragen nicht reagiert.
13,linked-person-name,John Agyekum Kufuor
13,linked-person-description,Präsident von Ghana (2001–2009)
13,linked-person-image,J_Kufuor.png
13,linked-person-association,R
13,linked-person-association-text,John Addo Kufuor
15,story-title,Die Witwe des Ex-Diktators von Guinea
15,story-subtitle,Mamadie Touré
15,story-image-if-linked-person,Toure_Story.png
15,story-narrative,"Touré hatte ab 2006 eine Vollmacht für die Firma Matinda Partners and Co. Ltd. auf den Britischen Jungferninseln (BVI). Just damals baute sie die Beziehung zum Bauunternehmen BSG Resources (BSGR) auf, von der sie später Schmiergelder erhielt. Als Gegenleistung gab ihr Ehemann, der damalige Präsident Lansana Conté, eine Bergbaukonzession an BSGR. Das war kurz vor seinem Tod 2008. Ermittler sagten, dass die Offshore-Firma ein Werkzeug war, um das Geld an Touré zu bezahlen. Touré, die bei den laufenden Untersuchungen mit den US-Behörden zusammenarbeitet, gab zu, dass sie Bestechungsgelder annahm, um ihren Mann zu beeinflussen. Ihre Offshore-Firma wurde am 30. April 2010 aufgelöst."
15,story-narrative-summary,Die Aktivitäten der Offshore Firma von Touré stimmen zeitlich mit der Vergabe eines umstrittenen Vertrages überein
15,story-biography,"Mamadie Touré ist die Witte von Lansana Conté, dem ehemaliger Diktator und Präsidenten von Guinea. US-Behörden werfen Touré vor, dass sie 5,3 Millionen Dollar von einer Bergbaufirma angenommen habe. Die Bergbaufirma wollte durch Bestechung die Rechte an den weltweit reichsten Eisenerzlager erhalten. Im Jahr 2014 führten die US-Behörden eine Razzia im Haus von Touré in Florida durch und beschlagnahmten Restaurant-Equipment sowie eine Eiskühl-Maschine im Gesamtwert von über einer Million Dollar."
15,story-category-code,1
15,story-priority,30
15,story-region-codes,3
15,story-country-1-code,GIN
15,story-country-1-name,Guinea
15,story-document-1-title,Power of attorney
15,story-document-1-url,https://www.documentcloud.org/documents/2778364-Toure-Mamadiedoc1.html
15,data-person-1-name,Mamadie Touré
15,data-person-1-description-if-politician,
15,data-person-1-relationship,Ehefrau
15,data-person-1-image,M_Toure.png
15,data-person-1-viz-publish,81255cc5
15,data-person-1-comment,Touré hat auf die wiederholten Anfragen nicht reagiert.
15,linked-person-name,Lansana Conté
15,linked-person-description,Präsident von Guinea (1984–2008)
15,linked-person-image,L_Conte.png
15,linked-person-association,R
15,linked-person-association-text,Mamadie Touré
16,story-title,Ratgeber des ehemaligen griechischen Premierministers
16,story-subtitle,Stavros Papastavrou
16,story-image-if-linked-person,
16,story-narrative,"Von 2005 bis 2014 war Stavros Papastavrou Mitglied des Rats der panamaischen Stiftung Green Shamrock Foundation und Diman Foundation. 2006 wurde er stellvertretender Vorsitzender der Aisios Foundation, die bis heute existiert. Ein Schweizer Rechtsanwalt gründete der drei panamaischen Stiftungen über die Anwaltskanzlei Mossack Fonseca und fungierte als Geschäftsführer der Aisios Foundation."
16,story-narrative-summary,Papastavrou ist an mehreren Offshore-Stiftungen beteiligt.
16,story-biography,"Kurz nach dem Antonis Samaras im Juni 2012 Premierminister wurde, installierte er den Anwalt Stavros Papastavrou als stellvertretenden Stabschef für europäische und internationale Angelegenheiten. Während der Griechenland-Rettungsaktion avancierte Papastavrou zu Samaras Chefunterhändler mit der Europäischen Union, dem Internationalen Währungsfonds und der Europäischen Zentralbank. Derweil kam durch eine Steuerfahndung ein nicht deklariertes Bankdepot im Wert von rund 5,5 Millionen Euro bei einer Schweizer Bank zum Vorschein. Es lief auf den Namen Papastavrou. Dieser bestritt, dass es sein Geld gewesen sei. Bezahlte aber dennoch eine Busse von 3,6 Millionen Dollar, um den Vorwurf von Steuerhinterziehung und Geldwäsche zu begleichen. Er hat geschworen zu beweisen, dass das Unrecht war und widerrufen werden muss."
16,story-category-code,2
16,story-priority,33
16,story-region-codes,4
16,story-country-1-code,GRC
16,story-country-1-name,Griechenland
16,story-document-1-title,Incorporation documents for Diman
16,story-document-2-title,Dissolution of Diman
16,story-document-3-title,Incorporation documents for Green Shamrock
16,story-document-4-title,Dissolution of Green Shamrock
16,story-document-5-title,Incorporation documents for Aisios
16,story-document-1-url,https://www.documentcloud.org/documents/2782805-Papastavrou-Stavrosdoc1.html
16,story-document-2-url,https://www.documentcloud.org/documents/2778373-Papastavrou-Stavrosdoc2.html
16,story-document-3-url,https://www.documentcloud.org/documents/2782807-Papastavrou-Stavrosdoc3.html
16,story-document-4-url,https://www.documentcloud.org/documents/2778381-Papastavrou-Stavrosdoc4.html
16,story-document-5-url,https://www.documentcloud.org/documents/2778382-Papastavrou-Stavrosdoc5.html
16,data-person-1-name,Stavros Papastavrou
16,data-person-1-description-if-politician,Stellvertretender Stabschef für europäische und internationale Angelegenheiten im Büro des griechischen Ministerpräsidenten Antonis Samaras (2012–2015); Sekretär für internationalen Angelegenheiten der Partei Nea Demokratie (2004–2015)
16,data-person-1-relationship,
16,data-person-1-image,S_Papastavrou.png
16,data-person-1-viz-publish,5c81e389
16,data-person-1-comment,"Stavros Papastavrou sagte, eine Prüfung seiner Akten hätte ergeben, dass er Direktor von Green Shamrock, Diman und Aisios Foundation gewesen sei. Er sagte, er hätte dies «für zwei langjährige Familienfreunde» getan, und er hätte dafür keine Gegenleistung erhalten. Er fügte hinzu, er hätte keinerlei Eigentumsinteressen an diesen Strukturen. Er sei auch nicht verpflichtet, diese gegenüber den Steuerbehörden zu deklarieren. Papastravrou sagte später, dass der Rat nur dann aktiv werden sollte, wenn einer Unternehmensgründer sterben sollte, was aber nie eingetreten sei. Eine Anwaltskanzlei im Auftrag der Besitzer Aisios Foundation sagte, dass Papastravou 2012 zurückgetretensei. Er habe nie «Handlungsvollmachten besessen und keinen Lohn erhalten»."
17,story-title,Der Ex-Botschafter Sambias in den USA
17,story-subtitle,Attan Shansonga
17,story-image-if-linked-person,
17,story-narrative,"1998 wurde Attan Shansonga Direktor mehrerer Offshore-Firmen. Was diese Firmen taten, ist unklar. 2005 lancierte der Staat Sambia ein Verfahren vor einem englischen Gericht gegen 20 Angeklagte, darunter Shansonga. Der Vorwurf: Korruption. Eine der Angeklagten war eine Firma namens Hearnville Estates Ltd., bei der die Anwaltskanzlei Mossack Fonseca die Vertretung hatte. Hearnville wurde 1998 registriert und diente angeblich dazu, mit gestohlenem Geld aus Sambia Wohnungen zu kaufen."
17,story-narrative-summary,"Shansonga war Direktor einer Offshore-Firma, die wegen Plünderung des sambischen Staates angeklagt wurde."
17,story-biography,"Attan Shansonga, Botschafter von Sambia in den Vereinigten Staaten, wurde 2002 in der sambischen Hauptstadt Lusaka verhaftet – wegen einer Untersuchung zur Veruntreuung von Millionen von Dollars aus Sambia. Damals war Frederick Chiluba Präsident. Shansonga floh 2004Zwei Jahre später wurde er von der sambischen Regierung angeklagt. Er habe «veruntreuten Gelder» angenommen, die er dann über Offshore-Konten gewaschen habe. 2007 hielt ein englisches Zivilgericht fest, dass Shansonga als Mittelsmann für den Spionagechef von Präsidenten Chiluba diente. Jener verschwendete Staatsgelder für Fünfstern-Hotels, Schweizer Hermès-Uhren und Besuche im Legoland."
17,story-category-code,2
17,story-priority,61
17,story-region-codes,3
17,story-country-1-code,ZMB
17,story-country-1-name,Sambia
17,story-document-1-title,Court documents naming Shansonga and others as defendants
17,story-document-2-title,Bearer share documents
17,story-document-1-url,https://www.documentcloud.org/documents/2781405-Shansonga-Attandoc1.html
17,story-document-2-url,https://www.documentcloud.org/documents/2782974-Shansonga-Attandoc2r.html
17,story-corrections,
17,story-updates,"Updated on April 4, 2016 when Shansonga´s lawyer contacted ICIJ with a statement on Shansonga’s behalf."
17,data-person-1-name,Attan Shansonga
17,data-person-1-description-if-politician,Ehemaliger sambischer Botschafter in den USA (2000–2002)
17,data-person-1-relationship,
17,data-person-1-image,S_Man.png
17,data-person-1-viz-publish,daec1a25
17,data-person-1-comment,"Shansonga did not respond to repeated requests for comment prior to publication. Following publication, Shansonga communicated through a lawyer in Denmark. Shansonga said he was not in government until June 2000 and was therefore not required to declare interest in any business activity. Shansonga said he knows nothing about Hearnville Estate Limited. He also said matters involving him have been discontinued, that he never fled Zambia and that media reports are false. Shansonga was not accused of money laundering and the civil matter was appealed and settled, according to the statement conveyed by the lawyer."
18,story-title,Der Neffe des südafrikanischen Präsidenten
18,story-subtitle,Clive Khulubuse Zuma
18,story-image-if-linked-person,Zuma_Story.png
18,story-narrative,"Clive Khulubuse Zuma war vertretungsberechtigt bei der Firma Caprikat Limited. Die Offshore-Firma erwarb Ölfelder in der Demokratischen Republik Kongo. Im Spätsommer 2010 wurden deshalb Anschuldigungen gegen Zuma und die Unternehmen öffentlich, und die Behörde der Britische Jungferninseln von der Anwaltskanzlei Mossack Fonseca (MF) wollte Hintergrundinformationen. Kurz darauf kappte MF die Beziehungen mit den Unternehmen. Zuma und andere Firmenvertreter haben jegliche Vorwürfe von Fehlverhalten zurückgewiesen und behaupten, dass die Ölgeschäfte «sehr attraktiv» für die kongolesische Regierung seien."
18,story-narrative-summary,"Eine Offshore-Firma in Verbindung mit Zuma wurde beschuldigt, fragwürdige Geschäfte mit Ölfeldern gemacht zu haben."
18,story-biography,"Clive Khulubuse Zuma ist ein Neffe des südafrikanischen Präsidenten Jacob Zuma, berüchtigt für seinen luxuriösen Lebensstil und seine Autosammlung. Im Juni 2015 hat ein südafrikanisches Gericht entschieden, dass Zuma für den Zusammenbruch eines Goldbergbau-Unternehmens haftet, dessen Präsident er war. Beim Kollaps des Unternehmens wurden bis zu 5000 Arbeitsplätze vernichtet. Vor Gericht bestritt Zuma jegliche Verantwortung."
18,story-category-code,1
18,story-priority,29
18,story-region-codes,3
18,story-country-1-code,ZAF
18,story-country-1-name,Südafrika
18,story-document-1-title,BVI Financial Investigation Agency letter
18,story-document-1-url,https://www.documentcloud.org/documents/2778386-Zuma-Khulubusedoc1.html
18,data-person-1-name,Clive Khulubuse Zuma
18,data-person-1-description-if-politician,
18,data-person-1-relationship,Neffe
18,data-person-1-image,C_Zuma.png
18,data-person-1-viz-publish,1f2fa273
18,data-person-1-comment,"Der Sprecher von Fleurette, Besitzer der beiden Firmen sagt, die Demokratische Republik Kongo würde „enorm“ profitieren von Investitionen und langfristigen Anlagen. Es gäbe auch viele Vorteile für die lokalen Gemeinden. Zuma hat auf die wiederholten Anfragen nicht reagiert."
18,linked-person-name,Jacob Zuma
18,linked-person-description,Präsident von Südafrika (2009 bis heute)
18,linked-person-image,J_Zuma.png
18,linked-person-association,R
18,linked-person-association-text,Clive Khulubuse Zuma
19,story-title,Die Kinder des pakistanischen Premiers
19,story-subtitle,"Mariam Safdar, Hasan und Hussain Nawaz Sharif"
19,story-image-if-linked-person,Sharif_Story.png
19,story-narrative,"Drei Kinder des ehemaligen und aktuellen pakistanischen Premierministers waren Besitzer oder hatten Vollmachten von verschiedenen Offshore-Firmen. Tochter Mariam Safdar war die Inhaberin der Firma Nielsen Enterprises Limited und Nescoll Limited, eingetragen 1994 und 1993 auf den Britischen Jungferninseln (BVI). Die Unternehmen besassen jeweils eine Immobilie in Grossbritannien, «für die Nutzung der Familie» der Firmen-Inhaber, wie es heisst. Laut ICIJ haben Hussain und Mariam ein Dokument im Juni 2007 unterzeichnet, dass zu einer Transaktionsserie gehörte, in der die Deutsche Bank in Genf den Unternehmen Nescoll, Nielsen und einem anderen Unternehmen 13,8 Millionen Dollar lieh – mit den Londoner Liegenschaften als Sicherheit. Im Juli 2014 übergab die Anwaltskanzlei Mossack Fonseca (MF) die beiden Firmen einem anderen Bevollmächtigten. Sie wusste, dass Mariam Safdar die Tochter von Nawaz Sharif und somit eine «politisch exponierten Person» ist. Hasan Nawaz Sharif war der einzige Direktor der Hangon Property Holdings Limited incorporated, die seit Februar 2007 auf den BVI registriert war. Hangon erwarb im August 2007 eine liberianische Firma für ca. 11,2 Millionen US-Dollar. Im Oktober 2007 legte MF das Amt für Hangon nieder, da Sharif eine «politisch exponierte Person» sei."
19,story-narrative-summary,Den Offshore-Firmen der Kinder von Sharif gehören britische Immobilien
19,story-biography,"Seit Jahren steht die Familie des pakistanischen Premierministers Nawaz Sharif im Verdacht, unsaubere Geschäfte gemacht zu haben. Im Visier steht nicht nur Vater Nawaz, sondern auch drei seiner vier Kinder: Mariam, Hasan und Hussain. Sie häuften grosse Besitztümerüber ein Netzwerk von Stahl- und Zuckerfirmen und einem umfangreiche Besitz von Immobilien weltweit an. Je nach dem, welche politische Partei gerade an der Macht ist, wurden ihnen Korruption, Besitz von illegalem Vermögen, Steuerhinterziehung und Geldwäsche vorgeworfen. Vater Nawaz, Sohn Hussain und Tochter Mariam wurden aus diesem Grund auch verhaftet und ins Exil verbannt, später aber wieder freigesprochen."
19,story-category-code,1
19,story-priority,22
19,story-region-codes,6; 4
19,story-country-1-code,PAK
19,story-country-1-name,Pakistan
19,story-country-2-code,GBR
19,story-country-2-name,Vereinigtes Königsreich
19,story-document-1-title,"Mariam Safdar, beneficial owner of two offshore companies"
19,story-document-2-title,Mortgage signed by Mariam and Hussain Sharif
19,story-document-3-title,Company transferred shares were worth £5.5 millions to Hasan Sharif
19,story-document-1-url,https://www.documentcloud.org/documents/2781439-Sharif-familydoc1.html
19,story-document-2-url,https://www.documentcloud.org/documents/2779712-Sharif-familydoc2.html
19,story-document-3-url,https://www.documentcloud.org/documents/2771796-Sharif-familydoc5.html
19,data-person-1-name,Mariam Safdar
19,data-person-1-description-if-politician,
19,data-person-1-relationship,Tochter
19,data-person-1-image,M_Safdar.png
19,data-person-1-viz-publish,b9772e91
19,data-person-1-comment,Sharifs Tochter und Sohn haben auf Anfragen nicht reagiert.
19,data-person-2-name,Hasan Nawaz Sharif
19,data-person-2-description-if-politician,
19,data-person-2-relationship,Sohn
19,data-person-2-image,Hasan_N_Sharif.png
19,data-person-2-viz-publish,b9772e91
19,data-person-2-comment,
19,data-person-3-name,Hussain Nawaz Sharif
19,data-person-3-description-if-politician,
19,data-person-3-relationship,Sohn
19,data-person-3-image,H_N_Sharif.png
19,data-person-3-viz-publish,dc855015
19,data-person-3-comment,
19,linked-person-name,Nawaz Sharif
19,linked-person-description,"Premierminister von Pakistan (1990–1993, 1997–1999 und 2013 bis heute)"
19,linked-person-image,N_Sharif.png
19,linked-person-association,R
19,linked-person-association-text,"Mariam Safdar, Hasan and Hussain Nawaz Sharif"
20,story-title,Der Sohn des ägyptischen Ex-Präsidenten
20,story-subtitle,Alaa Mubarak
20,story-image-if-linked-person,Mubarak_Story.png
20,story-narrative,"Alaa Mubarak gehört die Offshore-Firma Pan World Investments Inc., verwaltet von einer grossen Schweizer Bank. 2011 haben die Behörden der Britischen Jungferninsel (BVI) der Anwaltskanzlei Mossack Fonseca (MF) angeordnet, das Vermögen von Pan Worlds einzufrieren. 2013 wurde MF ferner mit einer Busse von 37'500 Dollar bestraft, da der Offshore-Provider Alaa Mubarak nicht richtig überprüft hatte – obwohl er ein «Hochrisiko-Kunde» war. Intern sah MF ein, dass die Verfahren «sehr mangelhaft» waren. Die Bank hingegen schrieb an MF später, dass die Aktivitäten von Pan World nicht im Widerspruch stünden zur Tatsache, dass die Vermögens der Mubaraks in der Schweiz eingefroren wurden. Laut ICIJ startete die Behörde der BVI 2014 eine Untersuchung gegen MF und Pan World. MF-Mitarbeiter gaben intern zu, dass die Behörden «weitere Missstände» finden könnten. Da sie aber nur «sehr wenig Kontrolle» über Mubaraks Unternehmen haben, kündeten sie im April 2015."
20,story-narrative-summary,Eine Offshorefirma von Mubarak löste eine Untersuchung der Finanzbehörden aus.
20,story-biography,"Alaa Mubarak ist ein wohlhabender ägyptischer Geschäftsmann und der älteste Sohn des gestürzten ägyptischen Präsidenten Hosni Mubarak. Alaa, sein Bruder Gamal und sein Vater wurden im April 2011 inhaftiert, zwei Monate nach dem Hosni Mubarak durch einen Volksaufstand zum Rücktritt gezwungen wurde. Die Männer wurden im Mai 2015 zu drei Jahren Gefängnis verurteilt, da sie für die Sanierung der Paläste staatliche Mittel in Millionenhöhe veruntreut hatten. Ein Kairoer Strafgericht entliess Alaa und sein Bruder im Oktober 2015, da die Zeit seit der Inhaftierung angerechnet wurde. Die beiden Brüder stehen noch immer wegen des Vorwurfs des Insiderhandels vor Gericht. Der Vater bleibt in einem Militärspital in Haft."
20,story-category-code,1
20,story-priority,20
20,story-region-codes,3
20,story-country-1-code,EGY
20,story-country-1-name,Ägypten
20,story-document-1-title,Passport of Alaa Mubarak
20,story-document-2-title,BVI Financial Services Commission freezes the family's assets
20,story-document-3-title,Mossack Fonseca letter to Financial Investigation Agency
20,story-document-1-url,https://www.documentcloud.org/documents/2779795-Mubarak-Alaadoc1.html
20,story-document-2-url,https://www.documentcloud.org/documents/2771789-Mubarak-Alaadoc2.html
20,story-document-3-url,https://www.documentcloud.org/documents/2778387-Mubarak-Alaadoc3.html
20,data-person-1-name,Alaa Mubarak
20,data-person-1-description-if-politician,
20,data-person-1-relationship,Sohn
