,active,cc.y,color,data.properties.date_end,data.properties.date_start,data.properties.name,data.properties.simil,data.type,hover,id,label,read_cam0:size,renderer1:size,selected,size,source,target,type
12,,,#d48a60,,,Beneficiary,,is officer of,,56711,is officer of,2,3.26966553075,,1,653764,256958,
13,,,#d48a60,,,Beneficiary,,is officer of,False,56713,is officer of,2,3.26966553075,,1,653764,172555,
14,,,#d48a60,,,Beneficiary,,is officer of,,56714,is officer of,2,3.26966553075,,1,653764,148291,
15,,,#d48a60,,,Beneficiary,,is officer of,False,56715,is officer of,2,3.26966553075,,1,653764,88127,
16,,,#d48a60,,,Beneficiary,,is officer of,False,56716,is officer of,2,3.26966553075,,1,653764,245626,
17,,,#d48a60,,,Beneficiary,,is officer of,,56717,is officer of,2,3.26966553075,,1,653764,208828,
18,,,#d48a60,,,Beneficiary,,is officer of,,56718,is officer of,2,3.26966553075,,1,653764,277479,
19,,,#d48a60,,,Beneficiary,,is officer of,,56719,is officer of,2,3.26966553075,,1,653764,9109,
20,,,#d48a60,,,Beneficial owner,,is officer of,,69489,is officer of,2,3.26966553075,,1,667752,263217,
21,,,#d48a60,,,Beneficial owner,,is officer of,,69490,is officer of,2,3.26966553075,,1,667752,243302,
22,,,#d48a60,,,Beneficial owner,,is officer of,,69491,is officer of,2,3.26966553075,,1,667752,60003,
23,,,#d48a60,,09/11/2005,Beneficial owner,,is officer of,False,69493,is officer of,2,3.26966553075,,1,667752,55834,
24,,,#d48a60,,10/01/2001,Beneficial owner,,is officer of,False,69494,is officer of,2,3.26966553075,,1,667752,245626,
25,,,#d48a60,,12/02/2007,Beneficial owner,,is officer of,,69495,is officer of,2,3.26966553075,,1,667752,91001,
26,,,#d48a60,,12/02/2007,Beneficial owner,,is officer of,,69496,is officer of,2,3.26966553075,,1,667752,7950,
27,,,#d48a60,,12/02/2007,Beneficial owner,,is officer of,,69497,is officer of,2,3.26966553075,,1,667752,256958,
28,,,#d48a60,,12/02/2007,Beneficial owner,,is officer of,,69498,is officer of,2,3.26966553075,,1,667752,253209,
29,,,#d48a60,,12/02/2007,Beneficial owner,,is officer of,,69499,is officer of,2,3.26966553075,,1,667752,208828,
30,,,#d48a60,,12/03/2003,Beneficial owner,,is officer of,False,69500,is officer of,2,3.26966553075,,1,667752,160463,
31,,,#d48a60,,12/06/2002,Beneficial owner,,is officer of,,69501,is officer of,2,3.26966553075,,1,667752,247722,
32,,,#d48a60,30/04/2013,12/09/2002,Beneficial owner,,is officer of,,69502,is officer of,2,3.26966553075,,1,667752,178308,
33,,,#d48a60,30/04/2015,16/07/2003,Beneficial owner,,is officer of,,69503,is officer of,2,3.26966553075,,1,667752,105769,
34,,,#d48a60,,17/07/2002,Beneficial owner,,is officer of,,69504,is officer of,2,3.26966553075,,1,667752,1318,
35,,,#d48a60,,17/07/2002,Beneficial owner,,is officer of,False,69505,is officer of,2,3.26966553075,,1,667752,261656,
36,,,#d48a60,,18/07/2005,Beneficial owner,,is officer of,False,69506,is officer of,2,3.26966553075,,1,667752,230780,
37,,,#d48a60,,18/10/2002,Beneficial owner,,is officer of,,69507,is officer of,2,3.26966553075,,1,667752,17187,
38,,,#d48a60,,21/04/2014,Beneficial owner,,is officer of,,69508,is officer of,2,3.26966553075,,1,667752,9109,
39,,,#d48a60,,22/02/2009,Beneficial owner,,is officer of,,69509,is officer of,2,3.26966553075,,1,667752,221515,
40,,,#d48a60,,22/02/2009,Beneficial owner,,is officer of,,69510,is officer of,2,3.26966553075,,1,667752,1431,
41,,,#d48a60,,23/06/2004,Beneficial owner,,is officer of,,69511,is officer of,2,3.26966553075,,1,667752,172555,
42,,,#d48a60,,23/06/2004,Beneficial owner,,is officer of,,69512,is officer of,2,3.26966553075,,1,667752,168342,
43,,,#d48a60,,25/04/1997,Beneficial owner,,is officer of,,69513,is officer of,2,3.26966553075,,1,667752,88127,
44,,,#d48a60,,25/05/2001,Beneficial owner,,is officer of,,69515,is officer of,2,3.26966553075,,1,667752,80469,
45,,,#d48a60,,29/11/1999,Sole signatory,,is officer of,,69516,is officer of,2,3.26966553075,,1,667752,30882,
46,,,#d48a60,,29/11/1999,Sole signatory / Beneficial owner,,is officer of,,69518,is officer of,2,3.26966553075,,1,667752,32747,
47,,,#d48a60,,,Shareholder,,is officer of,,414306,is officer of,2,3.26966553075,,1,302740,91001,
48,,,#d48a60,,,Shareholder,,is officer of,,429965,is officer of,2,3.26966553075,,1,302740,210238,
49,,,#d48a60,,,Shareholder,,is officer of,,435604,is officer of,2,3.26966553075,,1,302740,243302,
50,,,#d48a60,,,Shareholder,,is officer of,,482781,is officer of,2,3.26966553075,,1,302740,261656,
51,,,#d48a60,,,Shareholder,,is officer of,,504145,is officer of,2,3.26966553075,,1,302740,30882,
52,,,#d48a60,,,Shareholder,,is officer of,False,505559,is officer of,2,3.26966553075,,1,302740,221515,
53,,,#d48a60,,,Shareholder,,is officer of,,505562,is officer of,2,3.26966553075,,1,302740,245626,
54,,,#d48a60,,,Shareholder,,is officer of,,506079,is officer of,2,3.26966553075,,1,302740,7950,
55,,,#d48a60,,,Shareholder,,is officer of,,512729,is officer of,2,3.26966553075,,1,302740,88127,
56,,,#d48a60,,,Shareholder,,is officer of,,518832,is officer of,2,3.26966553075,,1,302740,160463,
57,,,#d48a60,,,Shareholder,,is officer of,,521901,is officer of,2,3.26966553075,,1,302740,80469,
58,,,#d48a60,,,Shareholder,,is officer of,,540975,is officer of,2,3.26966553075,,1,302740,55834,
59,,,#d48a60,,,Shareholder,,is officer of,,541463,is officer of,2,3.26966553075,,1,302740,230780,
60,,,#d48a60,,,Shareholder,,is officer of,,544269,is officer of,2,3.26966553075,,1,302740,1431,
61,,,#8a6960,,,,,registered,,652992,registered,2,3.26966553075,,1,587847,263217,
62,,,#8a6960,,,,,registered,False,674121,registered,2,3.26966553075,,1,587847,148291,
63,,,#8a6960,,,,,registered,,674689,registered,2,3.26966553075,,1,587847,243302,
64,,,#8a6960,,,,,registered,,675004,registered,2,3.26966553075,,1,587847,17187,
65,,,#8a6960,,,,,registered,,677128,registered,2,3.26966553075,,1,587847,88127,
66,,,#8a6960,,,,,registered,,677151,registered,2,3.26966553075,,1,587847,32747,
67,,,#8a6960,,,,,registered,,679572,registered,2,3.26966553075,,1,587847,7950,
68,,,#8a6960,,,,,registered,,679882,registered,2,3.26966553075,,1,587847,221515,
69,,,#8a6960,,,,,registered,,679884,registered,2,3.26966553075,,1,587847,245626,
70,,,#8a6960,,,,,registered,,680003,registered,2,3.26966553075,,1,587847,172555,
71,,,#8a6960,,,,,registered,,692957,registered,2,3.26966553075,,1,587847,80469,
72,,,#8a6960,,,,,registered,,695317,registered,2,3.26966553075,,1,587847,105769,
73,,,#8a6960,,,,,registered,,699263,registered,2,3.26966553075,,1,587847,160463,
74,,,#8a6960,,,,,registered,,700618,registered,2,3.26966553075,,1,587847,1318,
75,,,#8a6960,,,,,registered,,700982,registered,2,3.26966553075,,1,587847,178308,
76,,,#8a6960,,,,,registered,,701771,registered,2,3.26966553075,,1,587847,247722,
77,,,#8a6960,,,,,registered,,703249,registered,2,3.26966553075,,1,587847,261656,
78,,,#8a6960,,,,,registered,,708404,registered,2,3.26966553075,,1,587847,168342,
79,,,#8a6960,,,,,registered,,710581,registered,2,3.26966553075,,1,587847,256958,
80,,,#8a6960,,,,,registered,,722674,registered,2,3.26966553075,,1,587847,55834,
81,,,#8a6960,,,,,registered,,723056,registered,2,3.26966553075,,1,587847,208828,
82,,,#8a6960,,,,,registered,,728197,registered,2,3.26966553075,,1,587847,230780,
83,,,#8a6960,,,,,registered,,730610,registered,2,3.26966553075,,1,587847,1431,
84,,,#8a6960,,,,,registered,,743517,registered,2,3.26966553075,,1,587847,277479,
85,,,#8a6960,,,,,registered,,757710,registered,2,3.26966553075,,1,587847,9109,
86,,,#8a6960,,,,,registered,,800987,registered,2,3.26966553075,,1,587847,91001,
87,,,#8a6960,,,,,registered,,801257,registered,2,3.26966553075,,1,587847,30882,
88,,,#8a6960,,,,,registered,,807982,registered,2,3.26966553075,,1,587847,253209,
89,,,#8a6960,,,,,registered,,808570,registered,2,3.26966553075,,1,587847,210238,
90,,,#8a6960,,,,,registered,,814062,registered,2,3.26966553075,,1,587847,60003,
91,,,#d48a60,14/05/2012,05/01/2011,Beneficial owner,,is officer of,,69492,is officer of,2,3.26966553075,,1,667752,253328,
92,,,#8a6960,,,,,registered,,753903,registered,2,3.26966553075,,1,588190,253328,
0,False,,#8a6960,,,,,registered,,669417,registered,2,7.96556162049,,1,585463,122795,
1,False,,#8a6960,,,,,registered,,800564,registered,2,7.96556162049,,1,585463,133373,
2,False,,#8a6960,,,,,registered,False,675905,registered,2,7.96556162049,,1,586333,187273,
3,False,,#8a6960,,,,,registered,False,669483,registered,2,7.96556162049,,1,592524,127371,
4,False,,#8a6960,,,,,registered,False,670719,registered,2,7.96556162049,,1,592524,214296,
5,False,,#d48a60,,,Shareholder,,is officer of,,502635,Shareholder,2,7.96556162049,,1,303929,187273,
6,False,,#d48a60,,,Shareholder,,is officer of,,502636,Shareholder,2,7.96556162049,,1,311118,187273,
7,False,,#d48a60,,,Shareholder,,is officer of,,502637,Shareholder,2,7.96556162049,,1,303934,187273,
8,False,,#d48a60,,,Shareholder,,is officer of,,502638,Shareholder,2,7.96556162049,,1,311117,187273,
9,False,,#d48a60,,,Shareholder,,is officer of,,30696,Shareholder,2,7.96556162049,,1,648863,122795,
10,False,,#d48a60,,,Shareholder,,is officer of,,30697,Shareholder,2,7.96556162049,,1,648864,122795,curvedArrow
11,False,2.0,#d48a60,,,Power of attorney,,is officer of,False,68548,Power of attorney,2,7.96556162049,,1,648864,122795,curvedArrow
12,False,,#d48a60,,,Shareholder,,is officer of,,68549,Shareholder,2,7.96556162049,,1,648864,133373,
0,False,,#d48a60,,31/03/1998,Director,,is officer of,,69481,Director,2,12.6191468896,,1,667748,257985,
1,False,,#8a6960,,,,,registered,,792588,registered,2,12.6191468896,,1,591661,257985,
0,False,,#d48a60,,,Owner,,is officer of,False,68538,is officer of,2,11.1540748988,,1,305805,25410,curvedArrow
1,False,2.0,#d48a60,,,Shareholder,,is officer of,False,408578,is officer of,2,11.1540748988,,1,305805,25410,curvedArrow
2,False,,#baaba3,,,,,registered address,False,817690,registered address,2,11.1540748988,,1,305805,578271,
3,False,,#d48a60,,,Beneficiay,,is officer of,False,57476,is officer of,2,11.1540748988,,1,657879,25410,
4,False,,#d48a60,,,Shareholder,,is officer of,False,408579,is officer of,2,11.1540748988,,1,305804,25410,
5,False,,#baaba3,,,,,registered address,,332776,registered address,2,11.1540748988,,1,657879,666297,
6,,,#8a6960,,,,,registered,False,666479,registered,2,11.1540748988,,1,590939,25410,
0,False,,#8a6960,,,,,registered,False,686149,registered,2,12.6191468896,,1,588661,105378,
1,False,,#d48a60,,,Shareholder,,is officer of,False,446110,Shareholder,2,12.6191468896,,1,456485,105378,
2,False,,#d48a60,,,Shareholder,,is officer of,,446111,Shareholder,2,12.6191468896,,1,456483,105378,
3,False,,#d48a60,,,Shareholder,,is officer of,,446112,Shareholder,2,12.6191468896,,1,456482,105378,
4,False,,#d48a60,,,Shareholder,,is officer of,,446113,Shareholder,2,12.6191468896,,1,456484,105378,
5,False,,#d48a60,27/03/2009,27/03/2009,Power of attorney,,is officer of,,69543,Power of attorney,2,12.6191468896,,1,667769,105378,
0,False,,#8a6960,,,,,registered,False,770752,registered,2,12.6191468896,,1,580745,175783,
1,False,,#8a6960,,,,,registered,False,778761,registered,2,12.6191468896,,1,580745,134282,
2,False,,#8a6960,,,,,registered,,814272,registered,2,12.6191468896,,1,580745,263531,
3,,,#d48a60,,15/11/2006,Member of Foundation Council,,is officer of,False,69463,Member of Foundation Council,2,12.6191468896,,1,667739,175783,
4,,,#d48a60,,30/11/2005,Member of Foundation Council,,is officer of,,69464,Member of Foundation Council,2,12.6191468896,,1,667739,263531,
5,,,#d48a60,,30/11/2005,Member of Foundation Council,,is officer of,False,69465,Member of Foundation Council,2,12.6191468896,,1,667739,134282,
0,False,,#baaba3,,,,,registered address,,317231,registered address,2,12.1037098236,,1,378942,545854,
1,False,,#d48a60,,,Shareholder,,is officer of,False,469052,is officer of,2,12.1037098236,,1,378942,19979,
2,False,,#baaba3,,,,,registered address,,325795,registered address,2,12.1037098236,,1,378941,545854,
3,False,,#d48a60,,,Shareholder,,is officer of,False,469051,is officer of,2,12.1037098236,,1,378941,19979,
4,False,,#8a6960,,,,,registered,False,849449,registered,2,12.1037098236,,1,589006,19979,
0,False,,#8a6960,,,,,registered,False,795598,registered,2,12.6191468896,,1,585157,233195,
1,False,,#d48a60,,,Shareholder,,is officer of,False,503658,Shareholder,2,12.6191468896,,1,487817,233195,
2,False,,#baaba3,,,,,registered address,False,818991,registered address,2,12.6191468896,,1,487817,528064,
3,,,#d48a60,,07/05/2007,Shareholder,,is officer of,False,69482,Shareholder,2,12.6191468896,,1,667749,233195,
0,False,,#8a6960,,,,,registered,False,789787,registered,2,5.84711396798,,1,590829,99200,
1,,,#d48a60,,10/04/96,Beneficial Owner,,is officer of,False,69536,Beneficial Owner,2,5.84711396798,,1,667764,99200,
2,,,#d48a60,,,Shareholder,,is officer of,False,579771,Shareholder,2,5.84711396798,,1,361115,99200,
3,,,#d48a60,,,Shareholder,,is officer of,False,579772,Shareholder,2,5.84711396798,,1,472951,99200,
4,,,#d48a60,,,Shareholder,,is officer of,False,579773,Shareholder,2,5.84711396798,,1,361416,99200,
5,,,#d48a60,,,Shareholder,,is officer of,False,579774,Shareholder,2,5.84711396798,,1,472936,99200,
6,,,#d48a60,,,Shareholder,,is officer of,False,579775,Shareholder,2,5.84711396798,,1,472953,99200,
7,,,#d48a60,,,Shareholder,,is officer of,False,579776,Shareholder,2,5.84711396798,,1,472952,99200,
8,,,#d48a60,,,Shareholder,,is officer of,False,579777,Shareholder,2,5.84711396798,,1,472937,99200,
9,,,#d48a60,,,Shareholder,,is officer of,False,579778,Shareholder,2,5.84711396798,,1,472949,99200,
10,,,#d48a60,,,Shareholder,,is officer of,False,579779,Shareholder,2,5.84711396798,,1,472948,99200,
11,,,#d48a60,,,Shareholder,,is officer of,False,579780,Shareholder,2,5.84711396798,,1,472947,99200,
12,,,#d48a60,,,Shareholder,,is officer of,False,579781,Shareholder,2,5.84711396798,,1,472946,99200,
13,,,#d48a60,,,Shareholder,,is officer of,False,579782,Shareholder,2,5.84711396798,,1,472945,99200,
14,,,#d48a60,,,Shareholder,,is officer of,False,579783,Shareholder,2,5.84711396798,,1,472944,99200,
15,,,#d48a60,,,Shareholder,,is officer of,False,579784,Shareholder,2,5.84711396798,,1,472943,99200,
16,,,#d48a60,,,Shareholder,,is officer of,False,579785,Shareholder,2,5.84711396798,,1,472942,99200,
17,,,#d48a60,,,Shareholder,,is officer of,,579786,Shareholder,2,5.84711396798,,1,472940,99200,
18,,,#d48a60,,,Shareholder,,is officer of,False,579787,Shareholder,2,5.84711396798,,1,472950,99200,
19,,,#d48a60,,,Shareholder,,is officer of,False,579788,Shareholder,2,5.84711396798,,1,472941,99200,
20,,,#d48a60,,,Shareholder,,is officer of,False,579789,Shareholder,2,5.84711396798,,1,361437,99200,
21,,,#d48a60,,,Shareholder,,is officer of,False,579791,Shareholder,2,5.84711396798,,1,361739,99200,
22,,,#d48a60,,,Shareholder,,is officer of,False,587007,Shareholder,2,5.84711396798,,1,363787,99200,
23,,,#d48a60,,,Shareholder,,is officer of,False,587008,Shareholder,2,5.84711396798,,1,363850,99200,
24,,,#d48a60,,,Shareholder,,is officer of,False,587009,Shareholder,2,5.84711396798,,1,363999,99200,
0,False,,#8a6960,,,,,registered,False,641879,registered,2,12.6191468896,,1,587642,153309,
1,,,#d48a60,,21/02/1989,Director,,is officer of,False,69461,Director,2,12.6191468896,,1,667737,153309,
0,,,#8a6960,,,,,registered,False,790074,registered,2,12.6191468896,,1,590120,184011,
1,,,#d48a60,,,Shareholder,,is officer of,False,596143,Shareholder,2,12.6191468896,,1,329226,184011,
2,,,#d48a60,,,Shareholder,,is officer of,False,596144,Shareholder,2,12.6191468896,,1,333537,184011,
0,False,,#8a6960,,,,,registered,,627630,registered,2,12.6191468896,,1,593773,40537,
1,False,,#baaba3,,,,,registered address,,335574,registered address,2,12.6191468896,,1,660338,665818,
2,False,,#d48a60,,,Beneficiay,,is officer of,,60950,Beneficiay,2,12.6191468896,,1,660338,40537,
3,False,,#d48a60,,,Beneficial owner,,is officer of,,69447,Beneficial owner,2,12.6191468896,,1,667728,40537,
4,False,,#d48a60,,,Shareholder,,is officer of,,483752,Shareholder,2,12.6191468896,,1,492434,40537,
0,False,,#baaba3,,,,,registered address,False,830825,registered address,2,10.4837622939,,1,473254,519774,
1,False,,#baaba3,,,,,registered address,False,291073,registered address,2,10.4837622939,,1,334206,500835,
2,False,,#d48a60,,,Shareholder,,is officer of,,37163,Shareholder,2,10.4837622939,,1,648326,240121,curvedArrow
3,False,,#d48a60,,,Director,,is officer of,False,68529,Director,2,10.4837622939,,1,648326,208909,
4,False,2.0,#d48a60,,,Director,,is officer of,False,68530,Director,2,10.4837622939,,1,648326,240121,curvedArrow
5,False,,#d48a60,,,Director,,is officer of,False,68531,Director,2,10.4837622939,,1,648326,217658,
6,False,,#d48a60,,,Director,,is officer of,False,68532,Director,2,10.4837622939,,1,473254,208909,curvedArrow
7,False,,#d48a60,,,Director,,is officer of,False,68533,Director,2,10.4837622939,,1,473254,240121,
8,False,,#d48a60,,,Director,,is officer of,False,68534,Director,2,10.4837622939,,1,473254,217658,
9,False,,#d48a60,,,Director,,is officer of,False,68535,Director,2,10.4837622939,,1,334206,208909,
10,False,,#d48a60,,,Director,,is officer of,False,68536,Director,2,10.4837622939,,1,334206,240121,
11,False,,#d48a60,,,Director,,is officer of,False,68537,Director,2,10.4837622939,,1,334206,217658,curvedArrow
12,False,2.0,#d48a60,,,Shareholder,,is officer of,False,467797,Shareholder,2,10.4837622939,,1,334206,217658,curvedArrow
13,False,2.0,#d48a60,,,Shareholder,,is officer of,False,556524,Shareholder,2,10.4837622939,,1,473254,208909,curvedArrow
14,,,#8a6960,,,,,registered,,604789,registered,2,10.4837622939,,1,588146,208909,
15,,,#8a6960,,,,,registered,False,703001,registered,2,10.4837622939,,1,588146,217658,
0,False,,#d48a60,,,Shareholder,,is officer of,False,497506,Shareholder,2,12.6191468896,,1,636306,205372,
1,False,,#d48a60,02/11/2008,07/11/1995,Owner,,is officer of,False,69537,Owner,2,12.6191468896,,1,667765,205372,
2,,,#baaba3,,,,,registered address,,251322,registered address,2,12.6191468896,,1,636306,645302,
0,False,,#baaba3,,,,,registered address,False,332417,registered address,2,12.3232816125,,1,657420,517476,
1,False,,#8a6960,,,,,registered,False,758771,registered,2,12.3232816125,,1,587486,101753,
2,False,,#baaba3,,,,,registered address,False,865538,registered address,2,12.3232816125,,1,418847,517476,
3,False,,#d48a60,,,,1.0,has similar name and address as,False,880095,has similar name and address as,2,12.3232816125,,1,418847,657420,
4,False,,#8a6960,,,,,registered,False,785092,registered,2,12.3232816125,,1,587486,181047,
5,False,,#d48a60,,,Shareholder,,is officer of,False,68565,Shareholder,2,12.3232816125,,1,418847,181047,curvedArrow
6,False,2.0,#d48a60,,,President - Director,,is officer of,,68564,President - Director,2,12.3232816125,,1,418847,181047,curvedArrow
7,False,,#d48a60,,,Beneficiay,,is officer of,,57043,Beneficiay,2,12.3232816125,,1,657420,101753,
8,False,,#d48a60,,,Sole shareholder,,is officer of,False,68566,Sole shareholder,2,12.3232816125,,1,418847,101753,curvedArrow
9,False,2.0,#d48a60,,,Shareholder,,is officer of,False,463780,Shareholder,2,12.3232816125,,1,418847,101753,curvedArrow
0,,,#d48a60,,30/09/1998,Director,,is officer of,,69454,is officer of,2,12.6191468896,,1,667733,148184,
1,,,#d48a60,,21/01/1998,Director,,is officer of,,69466,is officer of,2,12.6191468896,,1,667740,148184,curvedArrow
2,,2.0,#d48a60,,21/01/1998,Secretary,,is officer of,,69469,is officer of,2,12.6191468896,,1,667740,148184,curvedArrow
3,,,#8a6960,,,,,registered,,802261,registered,2,12.6191468896,,1,588157,148184,
0,False,,#d48a60,,,Shareholder,,is officer of,,6889,is officer of,2,6.26116708952,,1,306783,188769,
1,False,,#d48a60,,,Shareholder,,is officer of,False,6890,is officer of,2,6.26116708952,,1,641316,188769,
2,False,,#d48a60,,,Shareholder,,is officer of,,6891,is officer of,2,6.26116708952,,1,450334,188769,
3,False,,#d48a60,,,Shareholder,,is officer of,False,68567,is officer of,2,6.26116708952,,1,374111,188769,
4,False,,#d48a60,,,Shareholder,,is officer of,False,68568,is officer of,2,6.26116708952,,1,412138,188769,
5,False,,#8a6960,,,,,registered,False,651566,registered,2,6.26116708952,,1,581489,188769,
6,False,,#baaba3,,,,,registered address,,300690,registered address,2,6.26116708952,,1,412138,548047,
7,False,,#d48a60,,,Shareholder,,is officer of,,580619,is officer of,2,6.26116708952,,1,412138,34281,
8,False,,#d48a60,,,Shareholder,,is officer of,,403482,is officer of,2,6.26116708952,,1,374111,178406,
9,False,,#8a6960,,,,,registered,False,808606,registered,2,6.26116708952,,1,581489,178406,
10,False,,#baaba3,,,,,registered address,,817120,registered address,2,6.26116708952,,1,374111,503168,
11,False,,#baaba3,,,,,registered address,,318877,registered address,2,6.26116708952,,1,641316,646751,
12,False,,#d48a60,,,,1.0,has similar name and address as,False,350215,has similar name and address as,2,6.26116708952,,1,374113,641316,
13,False,,#d48a60,,,Shareholder,,is officer of,,403481,is officer of,2,6.26116708952,,1,374113,178406,
14,False,,#d48a60,,,Shareholder,,is officer of,,403483,is officer of,2,6.26116708952,,1,374112,178406,
15,False,,#d48a60,,,Shareholder,,is officer of,,403484,is officer of,2,6.26116708952,,1,374110,178406,
16,False,,#baaba3,,,,,registered address,,325038,registered address,2,6.26116708952,,1,374110,524306,
17,False,,#baaba3,,,,,registered address,,252095,registered address,2,6.26116708952,,1,374112,536113,
18,False,,#d48a60,,,Shareholder,,is officer of,,580616,is officer of,2,6.26116708952,,1,296361,34281,
19,False,,#d48a60,,,Shareholder,,is officer of,False,580617,is officer of,2,6.26116708952,,1,384168,34281,
20,False,,#d48a60,,,Shareholder,,is officer of,,580618,is officer of,2,6.26116708952,,1,412136,34281,
21,False,,#d48a60,,,Shareholder,,is officer of,,580620,is officer of,2,6.26116708952,,1,412139,34281,
22,False,,#d48a60,,,Shareholder,,is officer of,,580621,is officer of,2,6.26116708952,,1,412137,34281,
23,False,,#8a6960,,,,,registered,,760505,registered,2,6.26116708952,,1,594108,34281,
24,False,,#d48a60,,,Shareholder,,is officer of,False,392915,is officer of,2,6.26116708952,,1,374113,147905,
25,False,,#d48a60,,,Shareholder,,is officer of,,392916,is officer of,2,6.26116708952,,1,374112,147905,
26,False,,#8a6960,,,,,registered,False,735191,registered,2,6.26116708952,,1,581489,147905,
0,False,,#8a6960,,,,,registered,,608041,registered,2,11.4361391997,,1,587257,601316,
1,False,,#8a6960,,,,,registered,False,608449,registered,2,11.4361391997,,1,587257,606329,
2,False,,#8a6960,,,,,registered,,609569,registered,2,11.4361391997,,1,587257,600602,
3,False,,#d48a60,,16/07/2015,Principal beneficiary,,is officer of,,69519,Principal beneficiary,2,11.4361391997,,1,667753,601316,
4,False,,#d48a60,,16/07/2015,Principal beneficiary,,is officer of,,69520,Principal beneficiary,2,11.4361391997,,1,667753,600602,
5,False,,#d48a60,,20/07/2015,Principal beneficiary,,is officer of,,69521,Principal beneficiary,2,11.4361391997,,1,667753,606329,
6,False,,#d48a60,,,Shareholder,,is officer of,,555398,Shareholder,2,11.4361391997,,1,630263,600602,
7,False,,#d48a60,,,,1.0,has similar name and address as,,352345,has similar name and address as,2,11.4361391997,,1,630263,630261,
8,False,,#d48a60,,,Shareholder,,is officer of,False,424604,Shareholder,2,11.4361391997,,1,630262,601316,
9,False,,#d48a60,,,Shareholder,,is officer of,,424605,Shareholder,2,11.4361391997,,1,630261,601316,
10,False,,#d48a60,,,,1.0,has similar name and address as,,350938,has similar name and address as,2,11.4361391997,,1,630263,637298,
11,False,,#d48a60,,,,1.0,has similar name and address as,,361400,has similar name and address as,2,11.4361391997,,1,637298,630261,
12,False,,#d48a60,,,Shareholder,,is officer of,,556828,Shareholder,2,11.4361391997,,1,637298,606329,
13,False,,#d48a60,,,Shareholder,,is officer of,,556829,Shareholder,2,11.4361391997,,1,637299,606329,
0,,,#d48a60,,17/11/2006,Power of Attorney,,is officer of,,69462,is officer of,2,12.6191468896,,1,667738,195749,
1,,,#d48a60,,,Shareholder,,is officer of,,41802,is officer of,2,12.6191468896,,1,371545,195749,
2,,,#8a6960,,,,,registered,,728811,registered,2,12.6191468896,,1,584748,195749,
3,,,#baaba3,,,,,registered address,,274835,registered address,2,12.6191468896,,1,371545,526626,
0,False,,#d48a60,,06/12/2005,Power of attorney,,is officer of,,69544,is officer of,2,12.6191468896,,1,667770,276288,
1,False,,#d48a60,,,Shareholder,,is officer of,,481060,is officer of,2,12.6191468896,,1,484171,276288,
2,False,,#8a6960,,,,,registered,,621665,registered,2,12.6191468896,,1,587991,276288,
0,False,,#8a6960,,,,,registered,False,619212,registered,2,12.6191468896,,1,580712,268698,
1,False,,#8a6960,,,,,registered,False,802296,registered,2,12.6191468896,,1,580712,48479,
2,,,#d48a60,,03/02/2004,Power of attorney,,is officer of,False,69451,Power of attorney,2,12.6191468896,,1,667731,48479,
3,,,#d48a60,,03/03/2004,Power of attorney,,is officer of,False,69452,Power of attorney,2,12.6191468896,,1,667731,268698,
0,False,,#baaba3,,,,,registered address,False,242741,registered address,2,12.6191468896,,1,419931,513002,
1,False,,#baaba3,,,,,registered address,False,284975,registered address,2,12.6191468896,,1,419932,513002,
2,False,,#d48a60,,,Shareholder,,is officer of,False,45462,Shareholder,2,12.6191468896,,1,419931,63529,
3,False,,#d48a60,,,Shareholder,,is officer of,False,45460,Shareholder,2,12.6191468896,,1,419932,63529,
0,,,#8a6960,,,,,registered,,747584,registered,2,8.2666140656,,1,593237,149608,
1,,,#8a6960,,,,,registered,,739765,registered,2,8.2666140656,,1,593237,279953,
2,,,#d48a60,,,Shareholder,,is officer of,,564106,Shareholder,2,8.2666140656,,1,345076,279953,curvedArrow
3,,2.0,#d48a60,,,"Owner, director and shareholder",,is officer of,,68515,"Owner, director and shareholder",2,8.2666140656,,1,345076,279953,curvedArrow
4,,,#8a6960,,,,,registered,,746233,registered,2,8.2666140656,,1,593237,136402,
5,,,#d48a60,,,"Owner, director and shareholder",,is officer of,,68509,"Owner, director and shareholder",2,8.2666140656,,1,345076,136402,
6,,,#8a6960,,,,,registered,,752341,registered,2,8.2666140656,,1,593237,204018,
7,,,#d48a60,,,"Owner, director and shareholder",,is officer of,,68512,"Owner, director and shareholder",2,8.2666140656,,1,345076,204018,
8,,,#8a6960,,,,,registered,,743734,registered,2,8.2666140656,,1,593237,44247,
9,,,#d48a60,,,"Owner, director and shareholder",,is officer of,,68518,"Owner, director and shareholder",2,8.2666140656,,1,345076,44247,
10,,,#8a6960,,,,,registered,,746900,registered,2,8.2666140656,,1,593237,137033,
11,,,#d48a60,,,"Owner, director and shareholder",,is officer of,,68521,"Owner, director and shareholder",2,8.2666140656,,1,345076,137033,
12,,,#8a6960,,,,,registered,,745078,registered,2,8.2666140656,,1,593237,62336,
13,,,#d48a60,,,"Owner, director and shareholder",,is officer of,,68514,"Owner, director and shareholder",2,8.2666140656,,1,345076,62336,
14,,,#8a6960,,,,,registered,,744622,registered,2,8.2666140656,,1,593237,100363,
15,,,#d48a60,,,"Owner, director and shareholder",,is officer of,,68510,"Owner, director and shareholder",2,8.2666140656,,1,345076,100363,
16,,,#8a6960,,,,,registered,,756355,registered,2,8.2666140656,,1,593237,62089,
